date_time,tick_num,open,high,low,close,lowest,highest
2017-11-01 14:10:00.000,171,304.04,304.97,295.99,299.88,-0.07956515939709222,0.02367613712151535
2017-11-02 03:30:00.000,331,301.0,302.0,276.3,285.5,-0.033204903677758385,0.07523642732049043
2017-11-02 14:05:00.000,458,285.01,288.99,276.02,279.58,0.0007153587524142952,0.09800414908076413
2017-11-03 09:20:00.000,689,279.78,292.15,279.78,290.8,-0.00955983493810189,0.05563961485557086
2017-11-04 03:30:00.000,907,289.03,306.98,288.02,294.93,-0.016715830875122933,0.032244939477164045
2017-11-05 00:40:00.000,1161,294.24,304.44,294.18,298.12,-0.03636119683348998,0.0204615591037167
2017-11-06 00:25:00.000,1446,298.9,300.66,294.0,296.0,-0.02945945945945955,0.06540540540540545
2017-11-06 19:30:00.000,1675,296.18,304.22,292.0,300.53,-0.04408877649485909,0.049346155125944306
2017-11-07 14:40:00.000,1905,302.0,303.99,290.0,290.25,-0.010232558139534978,0.09522825150732123
2017-11-08 08:20:00.000,2117,288.41,297.43,287.28,296.57,-0.005293859797012487,0.10935023771790811
2017-11-08 18:25:00.000,2238,296.49,315.36,295.0,315.36,-0.048737950279046184,0.04325215626585485
2017-11-08 22:50:00.000,2291,310.09,314.82,303.33,304.16,-0.0594423987375067,0.08166754339821138
2017-11-09 11:25:00.000,2442,303.91,317.89,300.68,311.79,-0.08245934763783327,0.055197408512139515
2017-11-10 01:20:00.000,2609,311.77,329.0,311.77,318.14,-0.1007732444835607,0.01216445589991829
2017-11-10 12:55:00.000,2748,318.0,322.01,299.99,299.99,-0.04636821227374254,0.05400180006000196
2017-11-10 19:50:00.000,2831,300.87,306.39,286.08,294.67,-0.046356941663555924,0.07303084806732948
2017-11-11 10:20:00.000,3005,294.72,305.0,287.0,305.0,-0.07865573770491806,0.03770491803278689
2017-11-11 22:50:00.000,3155,303.0,316.19,293.01,312.88,-0.10186013807210434,0.016108412170800373
2017-11-12 06:40:00.000,3249,311.5,312.89,286.95,286.95,-0.02070047046523784,0.10792821048963244
2017-11-12 11:25:00.000,3306,281.01,304.14,281.01,297.1,-0.017165937394816637,0.07007741501178051
2017-11-12 19:40:00.000,3405,297.11,316.5,292.0,309.87,-0.03104527705166684,0.08045309323264598
2017-11-13 02:55:00.000,3492,306.98,317.92,300.25,314.94,-0.0278783260303549,0.06305963040579163
2017-11-13 13:10:00.000,3615,315.75,315.96,307.33,312.36,-0.019848892303752044,0.0789793827634779
2017-11-14 01:10:00.000,3759,310.02,316.63,306.16,314.0,-0.0009554140127388897,0.07372611464968146
2017-11-14 08:25:00.000,3846,314.02,334.8,313.7,332.28,-0.04294570843866614,0.014656313952088615
2017-11-14 14:20:00.000,3917,331.29,333.0,318.01,325.82,-0.002516727027192908,0.03477380148548273
2017-11-15 00:40:00.000,4041,325.6,337.03,325.0,334.22,-0.03799892286517876,0.008766680629525313
2017-11-15 09:55:00.000,4152,333.59,337.15,329.07,333.86,-0.03696160067094001,0.006320014377283932
2017-11-15 16:50:00.000,4235,332.76,335.97,325.95,331.55,-0.030251847383501822,0.008445181722213879
2017-11-16 05:20:00.000,4385,329.9,332.98,326.52,327.85,-0.019307610187585908,0.019826140003050174
2017-11-16 13:35:00.000,4484,327.83,330.0,321.52,326.88,-0.005934899657366611,0.02285242290748907
2017-11-17 00:35:00.000,4616,326.81,334.35,325.21,328.96,-0.012220330739299557,0.014895428015564307
2017-11-17 07:20:00.000,4697,327.95,332.95,327.58,327.58,-0.008059100067159127,0.02591733317052326
2017-11-17 14:20:00.000,4781,327.75,331.77,324.94,331.64,-0.016855626583041777,0.054728018333132414
2017-11-17 23:40:00.000,4893,330.87,333.86,329.02,331.56,-0.016618409940885485,0.11762576909156713
2017-11-18 08:55:00.000,5004,331.96,333.4,326.05,329.7,-0.0013952077646344541,0.1239308462238399
2017-11-18 18:15:00.000,5116,329.84,336.07,329.24,336.07,-0.007141369357574247,0.10262742880947424
