,date_time,tick_num,open,high,low,close,volume,cum_buy_volume,cum_ticks,cum_dollar_value,avg,upper,lower,side,mom1,mom2,mom3,mom4,mom5,log_ret,volatility,autocorr_1,autocorr_2,autocorr_3,autocorr_4,autocorr_5,log_t1,log_t2,log_t3,log_t4,log_t5,fast_mavg,slow_mavg,rsi,kdj_k,kdj_d,srsi,cci,williams,sma
76,2017-11-26 09:30:00,7315,8848.96,8968.98,8800.0,8874.3,802.6634969999999,480.14741399999986,58,7123957.831008572,8338.097424237023,8896.802816614985,7779.39203185906,-1.0,0.004447080422093297,0.026159593990335406,0.035870199603128095,0.04489210564427526,0.056759926884306866,0.004437221378452705,0.017466894944906292,0.21363072956337373,0.031284500715516715,0.34387078999218634,0.3020485086580702,-0.08767027051296125,0.02138606297170753,0.009418561679318316,0.008671785869537985,0.011293922308524884,0.02265379404754242,8574.944285714284,8327.354666666668,88.0,91.1594987768212,95.98291332248266,59.60796258473236,165.91053709519895,-8.840501223178801,1.0
79,2017-11-26 22:20:00,7469,9202.17,9325.02,8972.78,9174.89,782.626482,461.8865020000002,46,7137565.865563082,8535.257869449702,9255.089586945793,7815.426151953612,-1.0,-0.0052270928429705155,0.022271866295264564,0.03387196736644027,0.03846967915146671,0.060917638270735486,-0.005240801885927127,0.01651757647247492,0.08044889539846534,-0.11965715056103352,0.31137413510525647,0.11023847858274427,-0.11672326028677456,0.02726827227952988,0.011283475362958484,0.004437221378452705,0.02138606297170753,0.009418561679318316,8899.624285714284,8523.670666666667,93.0,88.92274773112958,94.18296402265611,64.85615718362484,132.5905066624742,-11.077252268870435,1.0
81,2017-11-27 07:25:00,7578,9425.09,9582.99,9425.09,9570.0,759.2915930000001,341.729084,51,7228166.907173108,8704.578950087096,9571.860434371049,7837.2974658031435,-1.0,0.013234515616728393,0.043064276519936495,0.03761208270538097,0.06629526462395541,0.07839491565531942,0.01314770451138969,0.015422676559767605,-0.0015535754079926785,-0.22577961425310752,0.18081724820116155,0.18519888957303163,-0.003326368155915636,0.029015096185526446,-0.005240801885927127,0.02726827227952988,0.011283475362958484,0.004437221378452705,9156.757142857143,8721.962666666666,95.0,99.12991640767336,93.15934808966051,69.42392517712399,137.09131279572927,-0.8700835923266383,1.0
119,2017-11-30 14:50:00,8531,9006.19,9250.0,8905.25,9250.0,796.1334139999999,478.76038999999986,13,7219859.848169642,9849.560578864917,10726.51415076794,8972.607006961895,1.0,0.02777777777777768,-0.044421487603305776,-0.07476776670944407,-0.08415841584158412,-0.08776580532034706,0.027398974188114877,0.027347538197300764,0.043906859095352864,0.032574013218653455,0.23199793074461564,0.10912668603049597,-0.217788666284125,-0.07283732395226572,-0.0322721601997884,-0.010201362358939647,-0.003946657138554244,-0.039633352341667205,9816.759999999998,9752.327999999996,28.0,20.833711029327333,29.883391789473592,45.20053511954591,-101.46563585916832,-79.16628897067267,1.0
129,2017-12-01 15:55:00,8832,10660.0,10660.0,10330.99,10460.0,680.5209550000002,346.9546830000001,20,7132615.315737109,9904.519314626747,10691.667035752347,9117.371593501146,-1.0,-0.017840375586854473,0.02528513905062124,0.05763397371081891,0.1143628156517904,0.08607846761181115,-0.01800143351865735,0.02980422364749902,0.03605467616202042,0.03437946028192011,0.012501238748945763,0.049639849602203905,-0.17569666674090767,0.04297219186254253,0.03106355465827093,0.052248462777972904,-0.025709303092366298,-0.017397399727512308,10002.792857142853,9754.472666666665,69.0,88.32401663371733,88.60285090598761,46.05712343834943,102.67923877623605,-11.67598336628267,1.0
133,2017-12-02 04:05:00,8978,11036.02,11087.0,10854.98,10854.98,657.5544540000002,338.75243100000006,31,7216591.27470255,10192.03718892766,11123.426954876788,9260.64742297853,-1.0,-0.017426567096628265,0.010707654949078105,0.029202672234137195,0.03776099426386237,0.019246948356807403,-0.017580197163109545,0.029524589675405565,0.05116087821217829,0.035912220504768555,0.006009626996837809,0.09639793315464441,-0.1445602050107813,0.028230931141166593,0.018133663862734295,0.008281104382080073,-0.01800143351865735,0.04297219186254253,10643.068571428566,10048.602666666668,80.0,89.15865317222236,94.29163635941238,51.18945381824942,112.81723799692989,-10.841346827777645,1.0
143,2017-12-03 14:20:00,9389,11630.0,11704.02,11568.25,11593.02,615.0188790000002,341.17318900000004,28,7149300.48297103,10793.06945619296,11809.384794318921,9776.754118066998,-1.0,-0.015454777070063708,0.04516006887784996,0.04714634371053905,0.06800567120811651,0.06260397561505449,-0.015575447036717094,0.030772479178209883,0.010514063897311146,0.04106499407442251,-0.002871476501190472,0.07866096602088525,-0.1521949504739641,0.05974549668291651,0.0018986467922914585,0.019724354205372663,-0.005070574212943768,0.0024769399940396397,11168.434285714282,10979.974666666665,84.0,86.95483870967745,93.17760742801998,59.94992930167547,111.15059548376817,-13.045161290322548,1.0
169,2017-12-06 12:25:00,10230,12829.72,12874.98,12432.67,12625.1,572.1456340000002,257.489374,21,7236697.157230749,11880.053035681092,12832.146728011925,10927.95934335026,-1.0,-0.014434035909445697,0.009676826001071559,0.020703337855383808,0.031293906224473256,0.06856538298772752,-0.014539219986509977,0.023351820575429172,-0.1804014471254595,-0.06821618481428192,-0.13638887034825728,-0.03142634249517934,0.08463422266443457,0.024169525380628443,0.01086163119085981,0.01032229690827613,0.03550275179000728,0.005523478582519559,12302.162857142856,11948.27266666667,87.0,82.45187749741923,94.15062583247312,62.794176516355094,129.46145811732674,-17.548122502580764,1.0
175,2017-12-07 00:15:00,10372,13448.59,13809.67,13179.34,13809.67,556.214201,329.9652000000001,20,7484114.009863962,12405.894608804281,13675.884818744322,11135.90439886424,-1.0,0.024456991436937248,0.06647766675985367,0.09029362838020805,0.11368306451612908,0.07888131162602474,0.024162707763835556,0.023366632174071828,-0.12370170733999095,0.06988176489061125,-0.11444162415616778,-0.0580741196441154,-0.058278145175436384,0.04019861026155347,0.022085725773406395,0.021225554998173024,-0.03174791706427449,0.013757493753132621,12961.374285714282,12508.976,83.0,100.0,97.56689156814339,67.31189742533427,146.32570823847226,-0.0,1.0
176,2017-12-07 01:35:00,10388,13810.0,14031.48,13739.01,14031.48,526.1301109999998,383.613573,16,7303794.497208672,12553.675105881042,13961.580729008992,11145.769482753092,-1.0,0.016061933413325624,0.04091175141821313,0.08360736003014924,0.10780585204022408,0.13157096774193544,0.01593430538240348,0.022502801443204108,-0.16788930459857168,0.0158740668113587,-0.06467502833373012,-0.0580462050909703,-0.10112721382577028,0.024162707763835556,0.04019861026155347,0.022085725773406395,0.021225554998173024,-0.03174791706427449,13162.28571428571,12663.409333333335,86.0,100.0,100.00000000000006,68.70661959069223,149.77722433944064,-0.0,1.0
