,date_time,tick_num,open,high,low,close,volume,cum_buy_volume,cum_ticks,cum_dollar_value,avg,upper,lower,side,mom1,mom2,mom3,mom4,mom5,log_ret,volatility,autocorr_1,autocorr_2,autocorr_3,autocorr_4,autocorr_5,log_t1,log_t2,log_t3,log_t4,log_t5,fast_mavg,slow_mavg,rsi,srsi,sma
128,2017-12-01 15:15:00,8824,10659.63,10665.53,10330.99,10394.46,694.41998,360.001162,17,7311198.153959999,9892.103305752162,10665.134061969227,9119.072549535096,-1.0,-0.019668943064280908,0.02408271116707139,0.06109228256431187,0.07994726217328463,0.09160048812146737,-0.019864951163837574,0.036423471619620756,-0.2014359514978224,0.055704821274088635,0.06885690182784039,-0.11019468471366481,0.21426463345494215,0.04366224714331324,0.03550153683928414,0.017613375804048204,0.010732748390614333,-0.048754057491498415,10012.664285714289,9751.77866666666,69.0,45.4092653408412,1.0
129,2017-12-01 18:05:00,8858,10438.98,10545.96,10380.0,10398.46,682.954737,415.083164,34,7149110.298446133,9938.135923934879,10708.403652195864,9167.868195673893,-1.0,0.0003848203754692747,-0.019291691698866797,0.02447679906049438,0.0615006124948958,0.08036284788420112,0.0003847463510986415,0.035748136105345496,-0.20187686777467215,0.0838343638884646,0.0413023313471395,-0.11018664114700208,0.21309645968428467,-0.019864951163837574,0.04366224714331324,0.03550153683928414,0.017613375804048204,0.010732748390614333,10069.877142857145,9769.857999999995,69.0,45.69659394424349,1.0
143,2017-12-03 16:50:00,9419,11585.61,11769.45,11560.0,11651.81,613.6366499999998,330.43924,33,7160893.58483298,10859.526514395664,11881.709395766427,9837.3436330249,-1.0,0.004398842146821069,0.007064780074796495,0.04687943619250223,0.05160455341727399,0.06258908630622062,0.004389195519685529,0.034544563286309005,-0.16156423294283448,0.06808475131354604,0.03096964830671593,-0.0714495935212968,0.17258435371279104,0.002650745914099417,0.03877383214554797,0.004503370274681728,0.010391320382812097,0.0023300137541593102,11276.88428571429,11050.072666666663,79.0,60.691493770323305,1.0
165,2017-12-06 06:35:00,10160,12221.34,12416.02,12193.89,12355.04,600.760122,277.70504900000003,25,7375499.837131679,11626.795518606528,12378.359107731403,10875.231929481653,-1.0,0.00923378532919461,0.0457079983072366,0.0514999251058732,0.054724261567355326,0.05463332937829346,0.009191414562099709,0.026168552883717916,-0.13660607516640907,-0.006528532501340316,-0.05025712297624473,-0.1077680153691213,0.15178128367595084,0.03550275179000728,0.005523478582519559,0.003061724388761178,-8.621789829099669e-05,-0.0054134000940244675,11909.93857142857,11695.274,78.0,60.576291337308895,1.0
166,2017-12-06 08:40:00,10185,12365.36,12552.59,12365.36,12552.59,588.993546,361.79001100000005,25,7323300.624178218,11710.958663571699,12536.091470887992,10885.825856255406,-1.0,0.015989426177495103,0.02537085443554976,0.062428269149386484,0.06831280553399521,0.07158869728529971,0.01586294179651837,0.023085084136319226,-0.15357521508142483,-0.10820416407562007,-0.15561583528353048,-0.018318651495110805,0.1903126148019857,0.009191414562099709,0.03550275179000728,0.005523478582519559,0.003061724388761178,-8.621789829099669e-05,12020.508571428569,11780.113333333333,81.0,62.08834856919597,1.0
167,2017-12-06 10:40:00,10209,12474.06,12810.0,12468.06,12810.0,568.9641799999998,403.63389100000006,24,7180012.099168821,11810.871523446276,12735.418783200996,10886.324263691557,-1.0,0.02050652494823768,0.03682383869254968,0.04639764744322816,0.08421498095641144,0.09022018873319992,0.020299097121146303,0.023176121142652845,-0.15071584703780486,-0.10763871916323123,-0.13906533156520107,-0.018011858392798147,0.1980364011128929,0.01586294179651837,0.009191414562099709,0.03550275179000728,0.005523478582519559,0.003061724388761178,12176.935714285713,11878.113333333333,85.0,63.67315830800975,1.0
168,2017-12-06 12:25:00,10230,12829.72,12874.98,12432.67,12625.1,572.1456340000002,257.489374,21,7236697.157230749,11884.89230152359,12837.007214587431,10932.77738845975,-1.0,-0.014434035909445697,0.00577649712131123,0.021858286173092045,0.031293906224473256,0.06856538298772752,-0.014539219986509977,0.02287099875757945,-0.20434269323122362,-0.07880072249697856,-0.1365301045236454,0.026208891195322756,0.13133844503444425,0.020299097121146303,0.01586294179651837,0.009191414562099709,0.03550275179000728,0.005523478582519559,12307.092857142856,11955.830666666667,86.0,64.65754543273204,1.0
169,2017-12-06 14:30:00,10255,12669.0,12811.19,12630.0,12799.99,572.3166739999998,356.92043699999994,25,7284411.545637351,11968.08300902904,12961.870215314548,10974.295802743532,-1.0,0.013852563544051177,-0.0007814207650272964,0.019709079958797338,0.03601364301531995,0.04557997059304042,0.013757493753132621,0.022538505153729595,-0.18087166953455616,-0.06928721556261394,-0.08072021383001182,-0.042614411799497875,0.14711993395484038,-0.014539219986509977,0.020299097121146303,0.01586294179651837,0.009191414562099709,0.03550275179000728,12457.102857142858,12041.163333333332,86.0,65.79875564876627,1.0
174,2017-12-07 00:15:00,10372,13448.59,13809.67,13179.34,13809.67,556.214201,329.9652000000001,20,7484114.009863962,12408.626250820083,13675.955927834904,11141.296573805263,-1.0,0.024456991436937248,0.06647766675985367,0.09029362838020805,0.11368306451612908,0.07888131162602474,0.024162707763835556,0.021076929937229136,-0.06481555777734034,-0.07422651546933207,-0.05652284198589098,-0.06699464706518168,-0.05381954635977947,0.04019861026155347,0.022085725773406395,0.021225554998173024,-0.03174791706427449,0.013757493753132621,12961.374285714284,12512.211999999998,83.0,68.85430767373873,1.0
175,2017-12-07 01:35:00,10388,13810.0,14031.48,13739.01,14031.48,526.1301109999998,383.613573,16,7303794.497208672,12556.158417488425,13961.266515962474,11151.050319014375,-1.0,0.016061933413325624,0.04091175141821313,0.08360736003014924,0.10780585204022408,0.13157096774193544,0.01593430538240348,0.021061364586246592,-0.07267649278699881,-0.07919406697479454,-0.03340826318194059,-0.0552473709222544,-0.09708384601980939,0.024162707763835556,0.04019861026155347,0.022085725773406395,0.021225554998173024,-0.03174791706427449,13162.285714285712,12666.643333333332,85.0,70.18663557376873,1.0
176,2017-12-07 02:40:00,10401,13957.06,13971.51,13136.75,13508.78,545.070671,177.08341299999998,13,7421212.45088502,12642.760383618337,14047.050050119848,11238.470717116827,-1.0,-0.03725195061390518,-0.021788355550856675,0.0021357582609482506,0.043240872169441946,0.06653792315022655,-0.03796353237476424,0.021601363841468338,-0.14337580247494955,-0.07917164070211717,-0.09649712171400814,-0.14996334344982332,-0.13680359624546146,0.01593430538240348,0.024162707763835556,0.04019861026155347,0.022085725773406395,0.021225554998173024,13263.541428571425,12786.295333333332,60.0,70.51747704560452,1.0
185,2017-12-07 17:10:00,10575,15418.01,15439.48,14670.0,14966.0,474.68195,196.703545,9,7143745.630280429,13878.098976028215,15860.198115559577,11895.999836496854,-1.0,-0.046744913499393914,-0.020428573953191864,0.009442870632672351,0.05766784452296814,0.013228295920073574,-0.04787274430212385,0.02379152516688024,-0.16833544353528362,-0.07722846281121869,-0.25823025249991716,0.0029016663065699884,0.10735667106142402,0.02723262097176793,0.0300386887539954,0.046667772145280395,-0.04292477153351726,0.01830662521650872,14884.754285714283,14166.62133333333,61.0,70.85658213736805,1.0
191,2017-12-08 02:40:00,10689,17149.5,17181.48,16490.0,16739.49,465.82547800000003,323.900662,12,7783771.700373028,14883.380926889136,17312.34373220072,12454.418121577553,-1.0,-0.015411572266227913,0.006269841222132255,0.05737808987734949,0.12345570469798672,0.09058801684794848,-0.015531564993640501,0.026060603633704108,-0.15198089852947727,-0.01643684573333437,-0.3359931543344516,0.10284165910549621,0.04211558559612003,0.021781832534607304,0.049542076312054206,0.06061704184297767,-0.029692369915759187,0.025272621209005308,15917.481428571427,15234.059999999996,72.0,68.85472304917289,1.0
227,2017-12-09 01:55:00,10968,15769.69,15899.99,15452.0,15452.0,473.256367,150.95638499999995,13,7440122.667137239,15442.728270712081,16174.796885637255,14710.659655786907,-1.0,-0.028633070731504895,-0.03327058225865087,-0.019294237116019297,-0.017673860347196202,-0.0047700446861599355,-0.02905099405140099,0.028068630618603027,-0.012060482371840717,-0.012115172107267988,-0.1548235035667517,-0.032587706761030476,-0.201731820488039,-0.004785644826316826,0.01435383857309347,0.0016508923107672047,0.013050450336491437,0.026568332882961343,15639.189999999997,15431.618666666667,55.0,49.67892166098372,1.0
238,2017-12-09 11:20:00,11081,14499.99,14561.02,14250.0,14549.45,523.7201010000001,148.794281,8,7565977.988713848,15169.836807416334,15881.824978126464,14457.848636706203,1.0,0.008276495805272566,-0.016929718290730866,-0.039640897926800034,-0.0465347929657165,-0.039640897926800034,0.008242433429547447,0.02299580170515259,0.05651920259796389,-0.1069192680801565,-0.02938498236156191,-0.1836744971881084,-0.184703785614569,-0.025317097659312893,-0.023373335575650245,-0.007204344540573615,0.007204344540573615,0.004100803351919424,14918.151428571422,15299.128000000002,19.0,44.952210615435625,-1.0
239,2017-12-09 12:15:00,11092,14755.0,15000.03,14659.0,14950.06,522.9005639999999,363.265959,11,7740039.48862002,15149.857097648886,15835.622147678021,14464.092047619752,1.0,0.027534374151600094,0.036038758089039336,0.010138506663171176,-0.013198011090421735,-0.020281725214701618,0.027162120990816163,0.022181674264360223,0.018418968955674773,-0.11147626728324765,-0.02906124290371986,-0.14516692666192152,-0.12070925775310586,0.008242433429547447,-0.025317097659312893,-0.023373335575650245,-0.007204344540573615,0.007204344540573615,14898.44428571428,15245.39866666667,41.0,43.935245454435226,-1.0
