,side,log_ret,mom1,mom2,mom3,mom4,mom5,volatility_50,volatility_31,volatility_15,autocorr_1,autocorr_2,autocorr_3,autocorr_4,autocorr_5,log_t1,log_t2,log_t3,log_t4,log_t5
2017-12-24 00:00:00,-1.0,0.07034980954680847,0.07288342048235563,0.12868687073519425,0.07546596313912013,0.04541041374398058,-0.01701805663764666,0.08113752085145345,0.05503479917847324,0.05418455821931759,0.0718576143475502,0.04703162823254664,0.15636836742869262,0.03746457366499448,0.030058061824825243,0.05070508616439007,-0.048300873962753954,-0.028344473009143556,-0.06157407665208403,-0.11347051826326471
2017-12-24 06:00:00,-1.0,-0.07421986965721317,-0.07153247044011413,-0.0038625810789870707,0.04794911051818396,-0.0014647740784778929,-0.029370375774948165,0.08233551717710402,0.056489885357729384,0.05240098769385029,0.057756074538629576,0.03733460680217657,0.1822550909189022,0.0531958293629934,0.06285482539666049,0.07034980954680847,0.05070508616439007,-0.048300873962753954,-0.028344473009143556,-0.06157407665208403
2017-12-25 00:00:00,-1.0,0.016395060973023234,0.016530197498924704,-0.06596463755992177,-0.13277849451368795,-0.06957242487798765,-0.021178472738390464,0.0782728086990673,0.05540138165512123,0.054567144304070433,0.036066375858542235,-0.11712592639462677,0.1888560875855729,0.20650136627979535,-0.08643399187832784,-0.08463604115815748,-0.07421986965721317,0.07034980954680847,0.05070508616439007,-0.048300873962753954
2017-12-26 00:00:00,-1.0,0.014487597858879653,0.014593051747163521,0.08056035193709632,0.09842222796412425,0.009281579959944164,-0.06291482482429211,0.0737802253363596,0.055081531054709906,0.057141003429246634,0.039074485322726164,-0.059743415890912026,0.02471518902965314,0.18079656160072935,-0.07664158998893679,0.06299215311023865,0.016395060973023234,-0.08463604115815748,-0.07421986965721317,0.07034980954680847
2017-12-26 12:00:00,-1.0,0.09214773436625556,0.0965268048079051,0.1125284772126185,0.18486339011168962,0.2044494159594814,0.10670430602495173,0.0703563969784537,0.054965935702489574,0.06354616463128493,0.19673048379128322,0.0017464075839072218,0.01555249783860042,0.17375626852756856,-0.027517248982548172,0.014487597858879653,0.06299215311023865,0.016395060973023234,-0.08463604115815748,-0.07421986965721317
2017-12-28 00:00:00,-1.0,-0.007098938872367455,-0.007073800925233131,-0.01320682457920841,0.03967652992602555,0.14003318339355508,0.1566697466323006,0.06452059131654979,0.053747205384011565,0.06294521203666985,0.1784789711024822,0.005975021614772681,-0.03413951534219747,0.04875793907356819,-0.1301541670525254,-0.006195871347157933,0.052204446075998945,0.09214773436625556,0.014487597858879653,0.06299215311023865
2017-12-28 12:00:00,-1.0,-0.1296572741979869,-0.12160357154176682,-0.12781717301011608,-0.13320439908341786,-0.08675184936112978,0.0014010766167686928,0.06742148503397889,0.05828583878139312,0.06505384908943239,0.17307008437230365,0.0037417444145506733,-0.0439967291782852,-0.013085215001839248,-0.14709765699353397,-0.007098938872367455,-0.006195871347157933,0.052204446075998945,0.09214773436625556,0.014487597858879653
2017-12-29 00:00:00,-1.0,0.03159927165023646,0.03210382916053023,-0.0934036826673239,-0.09981676453568467,-0.10537694119449292,-0.05743308675184944,0.06573300824802736,0.058117440182621716,0.06374029468501186,0.10300573996234476,0.06364036352249526,-0.051846279403675664,-0.0647209268594457,-0.1455398709930723,-0.1296572741979869,-0.007098938872367455,-0.006195871347157933,0.052204446075998945,0.09214773436625556
2017-12-30 00:00:00,1.0,-0.020992555163104498,-0.020773745277927746,0.035679300112657186,0.06892857142857145,-0.06105696058018151,-0.0676988567211706,0.06248194831486064,0.05841471432761169,0.06341954251681708,0.17641842569866478,0.08235290552169215,-0.08334851615683858,-0.0537777234339087,-0.11606806603436946,0.05605009520227178,0.03159927165023646,-0.1296572741979869,-0.007098938872367455,-0.006195871347157933
2017-12-30 12:00:00,-1.0,-0.08007485651348212,-0.076952752298318,-0.09612790070156507,-0.04401907252940751,-0.013328424153166374,-0.1333112117148847,0.06370069643496185,0.05892097451677467,0.06610262335492324,0.1867670435632316,0.05824147928799829,-0.09460187510564215,0.008920550342007456,-0.12372244451923305,-0.020992555163104498,0.05605009520227178,0.03159927165023646,-0.1296572741979869,-0.007098938872367455
2017-12-31 12:00:00,-1.0,-0.0007902015425003128,-0.0007898894154818592,-0.055899694007015444,-0.1285508109988598,-0.14665407447382628,-0.09745811385155645,0.06259080384576692,0.05773587910095582,0.06193075334060555,0.20104728224036564,0.04106915350235165,-0.1854539423393251,-0.10995980852634206,-0.07171181148395266,-0.05673266059044124,-0.08007485651348212,-0.020992555163104498,0.05605009520227178,0.03159927165023646
2018-01-01 06:00:00,-1.0,0.0843258902378281,0.08798339920948606,0.08712401263823066,0.027165460108963257,-0.051877749112189564,-0.0715737992444685,0.0633952945141512,0.05919390147173318,0.0615854471276861,0.18403668628551723,-0.029136991286153414,-0.21734286254745136,-0.13977868657228829,-0.02584980704118798,-0.0007902015425003128,-0.05673266059044124,-0.08007485651348212,-0.020992555163104498,0.05605009520227178
2018-01-02 12:00:00,-1.0,-0.004063291592114382,-0.004055047592537608,-0.043307449907323825,0.04086561264822142,0.04004344391785164,-0.017318456601238874,0.05691625971734401,0.05895647757232703,0.060514113201817765,0.1358613684578211,-0.10971398194688109,-0.17694162073964123,-0.09697683124988732,0.0774800386919076,-0.04020991182446565,0.0843258902378281,-0.0007902015425003128,-0.05673266059044124,-0.08007485651348212
2018-01-02 18:00:00,-1.0,0.04550836359073429,0.04655975757483688,0.042315907949436404,0.0012359232986436375,0.08932806324110665,0.08846761453396534,0.05726668924325861,0.0598521312964999,0.06160149719795196,0.14440054049946416,-0.1308279260564257,-0.1447867583097003,-0.1057631541101703,0.07225152270443046,-0.004063291592114382,-0.04020991182446565,0.0843258902378281,-0.0007902015425003128,-0.05673266059044124
2018-01-05 00:00:00,1.0,0.007463155844936509,0.00749107460331766,-0.01520729272408261,-0.005509825153342973,-0.0017866987027695957,0.06305442670537009,0.05343888561162475,0.05824620353256069,0.04574013032473107,0.22495329109264506,-0.16400705255197118,-0.07639905944150668,-0.06621579227285707,0.0798169351787771,-0.022787265268656043,0.009799049196265841,0.0037367634747837997,0.06293459584161099,0.04550836359073429
2018-01-05 06:00:00,1.0,0.023685636427757117,0.0239683689344381,0.03163899237756351,0.008396582207850667,0.01832648225905542,0.022138845977985877,0.05246153143339267,0.05474345015143314,0.04545680739332499,0.2121103607464934,-0.17271823467125724,-0.061602477999445036,-0.04061366313517787,0.08561825817679784,0.007463155844936509,-0.022787265268656043,0.009799049196265841,0.0037367634747837997,0.06293459584161099
2018-01-05 12:00:00,1.0,0.07019064276134301,0.07271266666666665,0.09842383962197832,0.106652214550649,0.08171978675773617,0.09237171632139751,0.05321880704922103,0.054870038394949534,0.0467304974174635,0.22153801147416874,-0.1587037545626631,-0.05961218917512083,-0.036536422031627915,0.07558929430613842,0.023685636427757117,0.007463155844936509,-0.022787265268656043,0.009799049196265841,0.0037367634747837997
2018-01-07 12:00:00,1.0,-0.019485920663619538,-0.01929729726529361,-0.0047371722614649725,-0.02337151445220298,-0.005165165165165186,0.029415146274025528,0.05265418668193903,0.050311370626725936,0.03163725815424608,0.21229668919745784,-0.135277975679028,-0.05993950892449781,-0.0508016050644875,0.10793570781522076,0.014737492439948596,-0.01890053147539561,0.01847040895593466,0.03416937256289998,0.07019064276134301
2018-01-08 06:00:00,1.0,-0.001982976202802078,-0.001981011404423194,-0.04801316107220488,-0.0663839340956417,-0.0525228867188533,-0.07026253523651282,0.052410182876474344,0.048466486861153034,0.03244050866272111,0.2055805095213109,-0.18103816835481812,-0.07339479669478366,-0.042959917102664925,0.09019039334575062,-0.047221092739208714,-0.019485920663619538,0.014737492439948596,-0.01890053147539561,0.01847040895593466
2018-01-08 12:00:00,1.0,-0.02366008732172631,-0.02338238194500364,-0.025317072584131295,-0.0702728809466312,-0.08821410153860909,-0.07467715846574263,0.05158356423364683,0.04764309720706381,0.03225592095860806,0.1813822942555198,-0.15599348106740407,-0.08145152677280072,-0.04087250966443133,0.1439312366378431,-0.001982976202802078,-0.047221092739208714,-0.019485920663619538,0.014737492439948596,-0.01890053147539561
2018-01-10 00:00:00,1.0,0.004691932638213103,0.004702956989247387,0.017008901390821007,-0.029222077922077982,-0.05192117807988095,-0.0537993330383969,0.05098108942397518,0.04456483231438943,0.031227335443016046,0.20989416415084095,-0.1663424049115187,-0.09443026318949524,0.007192288847960708,0.10873667839630037,0.0121739369865832,-0.046523417001221645,-0.02366008732172631,-0.001982976202802078,-0.047221092739208714
