date_time,tick_num,open,high,low,close,volume,cum_buy_volume,cum_ticks,cum_dollar_value,avg,upper,lower,side,mom1,mom2,mom3,mom4,mom5,log_ret,volatility,autocorr_1,autocorr_2,autocorr_3,autocorr_4,autocorr_5,log_t1,log_t2,log_t3,log_t4,log_t5,fast_mavg,slow_mavg,rsi,srsi,sma
2020-08-11 15:35:00,289398,21.5442,21.5646,21.4826,21.4826,41917.39,10213.9,3,902081.29439,21.74868089050805,22.21169058335564,21.285671197660466,,-0.003534519546542492,0.00976742437061695,-0.009182859277639621,-0.011294182621502169,-0.006309264998381026,-0.003540780718598757,0.004995518117888737,-0.04390022618034293,-0.1879003522928148,-0.09066156890987558,-0.21073139580221206,-0.2709746844407441,0.013260812154512802,-0.0189453130712196,-0.00213316459486812,0.005029193703958157,-0.0025592829502341092,21.574185714285573,21.6624599999999,21.0,28.531141102039904,-1.0
2020-08-11 15:55:00,289402,21.464000000000002,21.4684,21.4,21.4,35882.3,9096.06,4,769699.375676,21.716982627734595,22.184558282630796,21.2494069728384,,-0.003844972210067854,-0.007365901627177873,0.00588489668528025,-0.012992523648975851,-0.015095729013254957,-0.003852383118306157,0.005007245693606654,-0.04475036019215525,-0.2070512258587764,-0.032447259240041555,-0.2064291373013848,-0.2785784365465099,-0.003540780718598757,0.013260812154512802,-0.0189453130712196,-0.00213316459486812,0.005029193703958157,21.534985714285575,21.614853333333233,18.0,28.534847954314127,-1.0
2020-08-11 16:10:00,289405,21.3818,21.3818,21.0032,21.0032,85990.4,0.0,3,1813885.8824830002,21.65209329794054,22.198195697085236,21.10599089879584,,-0.01854205607476633,-0.022315734594509085,-0.025771378740931827,-0.012766277473818756,-0.03129367162169017,-0.018716114960799942,0.0055379123845520715,-0.015076767498642224,-0.1583637171614759,-0.21528950126844484,0.10847818964224136,-0.23836760761708245,-0.003852383118306157,-0.003540780718598757,0.013260812154512802,-0.0189453130712196,-0.00213316459486812,21.44701428571415,21.55117333333323,11.0,28.40264260127307,-1.0
2020-08-11 16:20:00,289407,21.1328,21.1452,21.1328,21.1452,50698.76,50698.76,2,1071670.675192,21.606012089036845,22.17283073090291,21.039193447170803,1.0,0.00676087453340446,-0.011906542056074776,-0.015705733942818934,-0.01918474126574776,-0.006091714140673443,0.006738122313542315,0.0056455653876335615,-0.10892484908292313,-0.1719510575755213,-0.22277566968246,0.18189679810724396,-0.31877663177758736,-0.018716114960799942,-0.003852383118306157,-0.003540780718598757,0.013260812154512802,-0.0189453130712196,21.363757142857,21.508546666666565,11.0,28.914530067032672,-1.0
2020-08-11 16:35:00,289410,21.1947,21.2187,21.1947,21.1964,47375.7,32042.98,3,1004463.0994540001,21.568774626397143,22.138717513590894,20.998831739203386,,0.002421353309498109,0.009198598308829187,-0.009514018691588744,-0.013322409764181307,-0.0168098409930052,0.002418426557089237,0.0056691742942300005,-0.08642042648664316,-0.1947658395961939,-0.22948150452915936,0.17258264937160395,-0.25316564470601866,0.006738122313542315,-0.018716114960799942,-0.003852383118306157,-0.003540780718598757,0.013260812154512802,21.29442857142843,21.476306666666567,19.0,29.87460369296873,-1.0
2020-08-11 16:50:00,289413,21.2951,21.3372,21.2193,21.3372,46379.13000000001,32863.91,3,987251.434486,21.547722387633762,22.10069162102416,20.994753154243366,,0.0066426374289974,0.00908007491061813,0.01590233869124713,-0.002934579439252349,-0.00676826827292798,0.0066206723301278645,0.005779830147065837,-0.06551960160224465,-0.14664553699735286,-0.28991245019663514,0.15460755539357865,-0.26169538687224003,0.002418426557089237,0.006738122313542315,-0.018716114960799942,-0.003852383118306157,-0.003540780718598757,21.303342857142717,21.46451999999989,31.0,31.299583547023214,-1.0
2020-08-11 17:15:00,289418,21.3937,21.4272,21.3779,21.3779,35683.64,16294.39,5,763620.6442379998,21.532283988757968,22.06483269923209,20.999735278283843,,0.001907466771647659,0.00856277481081702,0.01100486162344172,0.017840138645539794,-0.001032710280373772,0.001905649866995152,0.0057898127313861575,-0.04853665509720632,-0.1361563100641071,-0.26379530678210594,0.09994925681321773,-0.27311153001288024,0.0066206723301278645,0.002418426557089237,0.006738122313542315,-0.018716114960799942,-0.003852383118306157,21.277499999999858,21.45877999999989,39.0,31.85487729724759,-1.0
2020-08-11 17:35:00,289422,21.3391,21.5728,21.3391,21.5728,52869.69,41728.54,4,1135505.1644799998,21.53596726250725,22.044048044013532,21.02788648100095,,0.009116891743342405,0.011041748683051187,0.017757732445132124,0.02022208349885557,0.027119677001599785,0.009075583762912842,0.0059645268336144105,-0.030307872407812287,-0.08657573164190895,-0.22960828621390436,0.15023139163044727,-0.34545511826736464,0.001905649866995152,0.0066206723301278645,0.002418426557089237,0.006738122313542315,-0.018716114960799942,21.290385714285573,21.452233333333236,50.0,32.648547538744445,-1.0
2020-08-11 17:50:00,289425,21.55,21.55,21.5303,21.5303,34338.44,0.0,3,739648.654505,21.53545205682477,22.01989454668236,21.051009566967185,,-0.001970073425795471,0.00712885737139768,0.009049922201600944,0.01575267498254429,0.018212171083744844,-0.0019720165729615324,0.00595768368977141,-0.04289031270670357,-0.08473607089479325,-0.2249791437211809,0.1533101646381486,-0.3439349563679141,0.009075583762912842,0.001905649866995152,0.0066206723301278645,0.002418426557089237,0.006738122313542315,21.308999999999862,21.438819999999897,50.0,33.48957213011274,-1.0
2020-08-11 18:10:00,289429,21.5421,21.5421,21.488000000000003,21.5117,39750.53,28583.1,4,855038.603441,21.533292778931607,21.995309791806992,21.071275766056228,,-0.0008638987845036582,-0.002832270266261205,0.0062587999756758,0.008178205200307431,0.014875167481270381,-0.0008642721601130887,0.005904550511196096,-0.035619729032005346,-0.06885597750212911,-0.2156877650420588,0.15257206025271464,-0.3578619483223719,-0.0019720165729615324,0.009075583762912842,0.001905649866995152,0.0066206723301278645,0.002418426557089237,21.38164285714272,21.427973333333235,47.0,34.42197955036677,-1.0
