,Unnamed: 0,date_time,tick_num,open,high,low,close,volume,cum_buy_volume,cum_ticks,cum_dollar_value,avg,upper,lower,side,mom1,mom2,mom3,mom4,mom5,log_ret,volatility,autocorr_1,autocorr_2,autocorr_3,autocorr_4,autocorr_5,log_t1,log_t2,log_t3,log_t4,log_t5,fast_mavg,slow_mavg,rsi,srsi,sma
22113,22113,2019-07-01 09:05:00,172431,33.7216,33.7216,33.6948,33.6948,26082.96,0.0,2,879373.449148,32.93425827830568,33.87039592099977,31.998120635611592,-1.0,-0.010266035724041831,-0.00015430267062321867,0.016603056314018927,0.022374337781499776,0.031854623850851034,-0.010319094919561513,0.010112695904385613,-0.07152116593320841,-0.052495400511897,-0.0179643307181573,-0.27041646188061313,0.2386649839922804,0.010164780343056457,0.01662104701030298,0.005660971913354461,0.00923008442776041,0.0028489829333100407,33.25104285714277,32.790479999999796,69.0,48.03705140538495,1.0
22134,22134,2019-07-01 15:35:00,172509,31.7842,31.7842,31.6434,31.6434,41363.53,0.0,2,1311761.814866,32.660950262227566,33.595124477368735,31.72677604708642,1.0,-0.007670597089814434,-0.016488520198048806,-0.0198760418892926,-0.03423754471207252,-0.03681562358269741,-0.007700167431512916,0.00972108594961484,-0.12854983485416424,0.032939888487750035,0.19829320205536985,-0.20932522169088366,0.00868549595913082,-0.00892580139313903,-0.003450258623714841,-0.01476115306000736,-0.002673044547746528,0.0005328194035776335,32.3491285714285,32.64757333333314,17.0,38.3406302188933,-1.0
22135,22135,2019-07-01 15:45:00,172511,31.9552,32.311,31.9552,32.311,30933.86,30933.86,2,991997.19311,32.62913660202506,33.533159754501554,31.72511344954857,1.0,0.0210976064518984,0.013265178123431864,0.004261217943736907,0.0008022276530039728,-0.013862268504388764,0.02087813348876022,0.00968010516205905,-0.030097249379021026,-0.01686305185908112,0.20103814373559467,-0.2461246548079277,-0.08900452473530758,-0.007700167431512916,-0.00892580139313903,-0.003450258623714841,-0.01476115306000736,-0.002673044547746528,32.274214285714216,32.57837333333314,41.0,37.51397384048378,-1.0
22151,22151,2019-07-02 00:10:00,172612,33.2458,33.3196,33.1992,33.218,24748.79,11164.97,6,823299.7937749998,32.76500817335485,33.49904525942987,32.03097108727983,-1.0,0.00024390317345157617,-0.00523764033671814,0.005028470461517998,0.01321034988668579,0.006779958962608745,0.0002438734339080817,0.008192870848053995,0.0673530069772547,-0.1641916235091497,0.13598963397181646,-0.02231759037506881,0.10248386355331457,-0.005495278292220185,0.010267274785528802,0.00810798421404435,-0.00636677573913369,0.004011758206716731,33.07342857142853,32.64912666666649,73.0,47.641791572366905,1.0
22164,22164,2019-07-02 05:15:00,172673,33.5699,33.5699,33.5699,33.5699,59887.46,0.0,1,2010416.043454,32.77882387806027,33.63446452883384,31.92318322728671,-1.0,-0.010945335195366224,0.02719614700851558,0.042041874253076816,0.045384196185286114,0.034135506965109697,-0.011005676081416116,0.009982850319903277,0.08563553527722409,-0.17284599714704602,-0.19422760910743905,-0.1824629269135148,0.15379719634281866,0.03783857906271093,0.014349225965726298,0.003202340754319799,-0.010818650978054569,-0.005774716715349459,32.80457142857137,32.753119999999825,76.0,45.93515646803935,1.0
22173,22173,2019-07-02 06:20:00,172686,32.003,32.003,31.999000000000002,31.999000000000002,26883.13,0.0,2,860289.6760300002,32.626179452482305,33.50791484338642,31.744444061578193,1.0,-0.004489271481148639,-0.004668870979280815,-0.00495671426439126,-0.009766483261436032,-0.024426680325119854,-0.004499378520536722,0.009643341604828385,0.15880919204493404,-0.005157476167583015,-0.2006821951443012,-0.17347599818630938,0.018590729272704762,-0.00018042568066301,-0.00028923531671543046,-0.0048454486563378465,-0.014915472446795253,-0.010098169783617106,32.38538571428565,32.721306666666486,28.0,45.25158213595418,-1.0
22194,22194,2019-07-02 11:20:00,172746,30.9276,30.9276,30.7709,30.7709,34015.03,0.0,2,1049171.630519,31.750380446481252,32.626342407431714,30.8744184855308,1.0,-0.008659877511702718,-0.016395067095429483,-0.026529998892737883,-0.028696338383838338,-0.03667539070326586,-0.008697592144891521,0.009164062642876888,0.24404396740286444,0.04542107393904677,-0.2521281055189494,-0.1977955021626272,-0.13282147682824044,-0.007833361354702806,-0.010357316648678784,-0.002227858622984691,-0.008248713906873206,-0.00016277977810252864,31.467699999999947,31.670073333333157,23.0,35.26410898653019,-1.0
22195,22195,2019-07-02 11:30:00,172748,30.7879,30.7879,30.6404,30.6404,27833.65,15961.12,2,855188.43466,31.649473133164783,32.61803416111864,30.68091210521091,1.0,-0.004241019924669187,-0.012864170723299484,-0.020566555213880625,-0.0306585045635015,-0.03281565656565655,-0.004250038557502833,0.009034947997423316,0.236965742507876,0.06444373366308696,-0.27536857704202417,-0.2370758691899998,-0.11854034102070138,-0.008697592144891521,-0.007833361354702806,-0.010357316648678784,-0.002227858622984691,-0.008248713906873206,31.28095714285709,31.57368666666649,21.0,34.21218680702817,-1.0
22196,22196,2019-07-02 11:40:00,172750,30.725,31.2675,30.725,31.2675,23859.89,23859.89,2,739710.641925,31.614748302877068,32.55353211572864,30.67596449002551,1.0,0.02046644299682776,0.016138624479622,0.0073389884567183206,-0.0005210364469789841,-0.01081953210269071,0.020259819823460038,0.009513113439064236,0.21770143129316666,0.01087266761219613,-0.3144436103373029,-0.2677825338219685,-0.12156478496557528,-0.004250038557502833,-0.008697592144891521,-0.007833361354702806,-0.010357316648678784,-0.002227858622984691,31.1845428571428,31.537046666666487,42.0,34.40636136594514,-1.0
22215,22215,2019-07-02 18:15:00,172829,32.2601,32.2601,31.76,31.76,26794.77,0.0,6,857508.580553,31.764802358730755,32.41172429679295,31.11788042066857,-1.0,-0.016687823152419567,-0.01671826625386985,-0.00932964431315908,-0.005324146570623189,0.001257877497233606,-0.016828633618090727,0.008001400362435419,0.19477921461658246,-0.16113608870963725,0.011356109946011416,-0.046945067261321985,-0.09694451068063736,-3.0960231585108744e-05,0.007486155805557004,0.004035067696363193,0.006595457379892977,-0.009547562897493478,32.013228571428506,31.71876666666649,47.0,49.122222402101535,1.0
22231,22231,2019-07-03 02:00:00,172922,32.3701,32.3701,32.3365,32.3365,33211.48,0.0,2,1074502.6051480002,31.959430204684878,32.46812787809887,31.450732531270894,-1.0,-0.004497792664380218,0.0074366467483752965,0.009676331549399508,0.0107999124753837,0.007722344625989751,-0.0045079381668133855,0.0076695484662997375,-0.0032356345252513817,-0.2786722198115614,0.02241238772059273,0.057477971206262274,-0.08558439563953449,0.011917069389051791,0.002220684458953848,0.001112194261255972,-0.0030493299970060232,0.005869720679574808,32.13201428571421,31.918239999999813,66.0,49.07456879933779,1.0
22241,22241,2019-07-03 05:00:00,172958,32.7674,32.7674,32.7312,32.7312,24761.55,0.0,3,810823.2986280002,32.25577692918793,32.84884913414574,31.66270472423012,-1.0,-0.005278849046798428,0.00337511610583352,0.010222222222222356,0.009561644849666262,0.019187295656235337,-0.00529283139928749,0.007737474881940286,-0.03159619191174358,-0.26961266402337597,-0.011567125933470949,-0.03679537832679691,-0.05591184475342741,0.00866226458417918,0.006800895469186052,-0.0006541070130108295,0.009489319101538385,-0.002643241840606603,32.484771428571335,32.309466666666474,66.0,54.293248047955416,1.0
22279,22279,2019-07-03 17:20:00,173106,31.8821,32.0434,31.7599,32.0434,26657.51,21229.49,7,850264.367905,32.23808611514642,32.57074662307129,31.90542560722156,1.0,0.005967984478845168,-0.0002714330730281267,-0.004962239777413503,-0.0072773349277999175,-0.005209368170077444,0.005950246597422382,0.004650357424272591,-0.059413039516219415,-0.043619103716058164,0.015796748683216788,-0.30564821872613823,0.029193148029905195,-0.006221716515074416,-0.004703122653525682,-0.002329351331992413,0.0020809596667397123,0.003710556314675539,32.10477142857133,32.22161999999983,21.0,39.55731599571693,-1.0
22280,22280,2019-07-03 18:00:00,173114,31.9177,31.92,31.6587,31.6587,23211.92000000001,3503.56,8,738672.5531949998,32.18541465013311,32.59302375307964,31.77780554718659,1.0,-0.012005592415286759,-0.00610925712563537,-0.012273766773472028,-0.016908257564465682,-0.01919555862607392,-0.012078241589648098,0.0046299582865640425,-0.08163196196471532,0.12416345891704905,0.06177190980314446,-0.25697510791448713,-0.05145797148038087,0.005950246597422382,-0.006221716515074416,-0.004703122653525682,-0.002329351331992413,0.0020809596667397123,32.04288571428561,32.1712466666665,18.0,38.384060335736606,-1.0
22281,22281,2019-07-03 19:10:00,173128,31.6984,31.9815,31.6984,31.9766,24510.53,16497.94,14,779768.6425010003,32.166431500121014,32.565874334691856,31.76698866555017,1.0,0.010041473591777315,-0.0020846726627010703,0.003870870522049597,-0.002355539886622182,-0.0070365677945049,0.00999139297226348,0.004824663276054225,-0.21530597500999854,0.18580574086524007,-0.010221821522255198,-0.27685782762316385,-0.08539740945573822,-0.012078241589648098,0.005950246597422382,-0.006221716515074416,-0.004703122653525682,-0.002329351331992413,32.00937142857133,32.143026666666486,25.0,38.01249026923314,-1.0
22282,22282,2019-07-03 20:00:00,173138,32.0386,32.1445,31.9832,31.9832,26479.49,13968.170000000002,10,849206.026197,32.149774091019104,32.53913873776804,31.760409444270174,1.0,0.00020640093068058365,0.010249947091952594,-0.0018787020103983032,0.004078070404008427,-0.002149625141566469,0.00020637963293879125,0.0047166986674030895,-0.20078614719514026,0.16387320774763176,0.020065360627430383,-0.30138624100091993,-0.01274287669590341,0.00999139297226348,-0.012078241589648098,0.005950246597422382,-0.006221716515074416,-0.004703122653525682,31.96721428571418,32.115466666666485,41.0,37.95526141640717,-1.0
22298,22298,2019-07-04 01:45:00,173207,32.88,32.88,32.8234,32.8234,34585.68,16425.07,2,1136149.267874,32.443711640763304,32.84535318442696,32.042070097099625,-1.0,0.00010359536867765584,0.0068898241653068135,0.010557103492864872,0.008830191694763734,0.010106170180027796,0.00010359000304793753,0.0045425230694049685,-0.20014267099834426,0.146698453986191,-0.0555130652149428,-0.06187407518666317,0.030277115476331388,0.0067626077827318545,0.003635568615553364,-0.0017103328551044685,0.001264010772451751,-0.002065875073009593,32.61657142857132,32.46517333333316,78.0,53.104176757662614,1.0
22299,22299,2019-07-04 02:10:00,173212,32.818000000000005,32.8188,32.6769,32.8188,44496.33,30223.71,5,1458651.6975530004,32.477810582512085,32.895088099619606,32.060533065404584,-1.0,-0.00014014392171424198,-3.6563071297957e-05,0.006748714676614087,0.010415480057265336,0.008688810275355952,-0.0001401537427909716,0.004536648498361682,-0.2084342049533429,0.14422625629934524,-0.07304539271103616,-0.07070316029206444,0.02310093210309359,0.00010359000304793753,0.0067626077827318545,0.003635568615553364,-0.0017103328551044685,0.001264010772451751,32.653228571428464,32.50573333333316,62.0,54.08532959912079,1.0
22314,22314,2019-07-04 08:05:00,173283,33.4976,33.4976,33.4976,33.4976,78279.36,78279.36,1,2622170.689536,32.600673407918,33.26780610645873,31.93354070937728,-1.0,0.0014619402248816638,0.0367692574343228,0.03767173148707448,0.035244087869160445,0.031025312715453387,0.0014608726306502007,0.0066252540419221954,-0.07912044562935391,-0.037294289287559575,-0.12751059938636145,0.0038883070955010213,0.0672091539404563,0.03464852215124736,0.0008700889680706148,-0.0023422511470188034,-0.004083476254135743,0.0006250106039615844,32.69335714285704,32.55855333333318,82.0,47.305183625434545,1.0
22315,22315,2019-07-04 08:10:00,173284,33.5404,33.5404,33.5404,33.5404,59307.32,59307.32,1,1989191.2357279998,32.686103098107274,33.44572551667776,31.926480679536787,-1.0,0.0012777034772639695,0.0027415116282545338,0.03809394111966702,0.038997568266654126,0.03656682284004797,0.001276887908805424,0.00662101979292072,-0.07988418717023292,-0.01646806029430055,-0.13124297273532598,0.0031054459958623887,0.06566003732967515,0.0014608726306502007,0.03464852215124736,0.0008700889680706148,-0.0023422511470188034,-0.004083476254135743,32.84637142857132,32.604039999999856,83.0,49.258412993180684,1.0
22316,22316,2019-07-04 08:15:00,173285,33.6499,33.6499,33.6499,33.6499,43024.76,43024.76,1,1447778.871524,32.773720998279344,33.61392095542381,31.933521041134878,-1.0,0.0032647195620805203,0.004546594382881297,0.006015181456977325,0.0414830267165176,0.04238960395272828,0.003259401935733486,0.006628863423655633,-0.07955118542098652,-0.01814093190534986,-0.049299587283304865,0.004784191519054183,0.06126325724972954,0.001276887908805424,0.0014608726306502007,0.03464852215124736,0.0008700889680706148,-0.0023422511470188034,33.01212857142847,32.689113333333175,84.0,51.18478899618263,1.0
22317,22317,2019-07-04 08:20:00,173286,33.4415,33.4415,33.4415,33.4415,40631.27,0.0,1,1358770.6157049998,32.83442818025395,33.688141625624446,31.980714734883453,-1.0,-0.006193183337840691,-0.002948682782554779,-0.0016747468475353244,-0.00021525500243668727,0.03503293138881314,-0.00621244064830906,0.0067009586994963965,-0.08892289588335611,-0.0197996067770706,-0.05107384626628444,-0.1085607752712488,0.056187634316040944,0.003259401935733486,0.001276887908805424,0.0014608726306502007,0.03464852215124736,0.0008700889680706148,33.16702857142847,32.756506666666496,70.0,52.30830015099212,1.0
22365,22365,2019-07-04 23:35:00,173469,32.87,33.1683,32.87,33.0986,32488.43,8668.09,3,1073417.717039,33.428310779732215,33.90590253344913,32.950719026015285,1.0,0.005736892961974771,-0.002955113008220711,-0.003990226052625334,-0.017662055517797204,-0.014878640415494804,0.005720499659411349,0.0055657424899552286,-0.1631617044797248,0.15744929579359485,0.06479875834177934,-0.13624227997665536,-0.05855879515334263,-0.008679987635219266,-0.0010387202697046405,-0.013821682600483332,0.002829453146507621,-0.0044960312356923104,33.35405714285706,33.44779999999986,35.0,44.35616323517357,-1.0
22366,22366,2019-07-04 23:55:00,173473,33.1656,33.1656,33.0453,33.0888,22655.71,15193.53,4,749455.611414,33.397446163392914,33.876887328138345,32.91800499864748,1.0,-0.000296085030786708,0.0054391093230588,-0.003250323074281525,-0.004285129637208507,-0.01795291107833219,-0.0002961288726135436,0.0055424564079387725,-0.14941783514169474,0.17068701186876994,0.040661006860559984,-0.12877021919487322,-0.0567736477151185,0.005720499659411349,-0.008679987635219266,-0.0010387202697046405,-0.013821682600483332,0.002829453146507621,33.259614285714214,33.424406666666535,35.0,43.84399266163679,-1.0
22368,22368,2019-07-05 00:10:00,173476,32.578,32.621,32.578,32.621,25847.3,11128.08,2,842531.84684,33.266492697018926,33.88545201183749,32.64753338220038,1.0,-0.0014081488964398092,-0.014137714271898584,-0.014429613337119897,-0.008775501522342743,-0.017342085207264546,-0.0014091412698129526,0.005711648515605214,-0.11940574109353183,0.16399783676490245,0.1063534707838673,-0.07736855931922901,0.09465238138982417,-0.012829462511358079,-0.0002961288726135436,0.005720499659411349,-0.008679987635219266,-0.0010387202697046405,32.973299999999924,33.32387999999986,22.0,41.80954912060678,-1.0
22369,22369,2019-07-05 00:30:00,173480,32.747,32.7973,32.7402,32.7973,23224.320000000003,16320.94,4,760761.781543,33.223838815471765,33.84935030462397,32.598327326319534,1.0,0.00540449403758303,0.003988734808828331,-0.008809627426803024,-0.009103104058781895,-0.003418434630413913,0.005389942166470263,0.005562724728344083,-0.13115469451065567,0.11371627622401588,0.03720664615819375,-0.01009113163265363,0.028094303205609784,-0.0014091412698129526,-0.012829462511358079,-0.0002961288726135436,0.005720499659411349,-0.008679987635219266,32.9113142857142,33.2876533333332,34.0,40.883491793753144,-1.0
22375,22375,2019-07-05 03:25:00,173515,32.7514,32.8935,32.7514,32.8935,25112.12,18213.52,4,824792.0874360001,33.051653439521274,33.623602656013716,32.47970422302884,1.0,0.006394468325964908,0.0054592861356752564,-0.001002232244544543,0.0040352489064843225,-0.004467163623486981,0.006374110452475712,0.005670946631627029,-0.13917540518927346,0.04982675917489693,0.037149228997652106,0.03180619401234678,0.10963712058654587,-0.0009296722046236994,-0.006447173062955613,0.005029863940947178,-0.008504300339566841,0.007406046148095591,32.831299999999906,32.95505999999986,43.0,34.91391714375538,-1.0
22399,22399,2019-07-05 11:20:00,173610,33.4576,33.4576,33.4576,33.4576,25359.77,0.0,1,848477.0407520002,33.09405957424492,33.538244548063886,32.649874600425946,-1.0,-0.003131452475515939,0.005330496811918106,0.011014380641281685,0.010724233141807591,0.007759036144578291,-0.003136365732587354,0.0056396885936243,-0.022993126576525337,-0.1457036882974776,-0.15612497253777596,0.06622476354015483,0.12233796377037368,0.008452705732650667,0.005637824112461498,-0.00028702770920840953,-0.0029380467753612467,-0.00046976915926011387,33.27311428571418,33.03337999999986,68.0,49.06383534741515,1.0
22407,22407,2019-07-05 13:35:00,173637,33.2693,33.2741,33.2096,33.2741,26058.48,9767.73,3,866594.3028719998,33.15214631967869,33.491141091537926,32.813151547819444,-1.0,-0.0028708506768077013,-0.0002974402115131225,0.004279811543418166,0.005937534955574142,0.007823526917415169,-0.0028749794726095072,0.005566498947730412,0.026306434761127328,-0.17506633520108386,-0.20371830836851892,0.002667353385068978,0.14074383246779493,0.0025774950169830113,0.004568163652829861,0.0016492980630369305,0.0018731045593929352,-0.0038543498277667783,33.1852999999999,33.22726666666653,52.0,51.183194963479636,-1.0
22416,22416,2019-07-05 18:10:00,173692,32.7935,32.9103,32.77,32.8052,22462.3,16118.23,11,737630.0268000001,33.069550780721244,33.411631441988696,32.727470119453784,1.0,0.0016273865027678358,-0.0019714024946759783,-0.006035558895177595,-0.006935215821131435,-0.012180176273799527,0.0016260637442515602,0.005141176541170752,0.11425723671001085,-0.2953259044524527,-0.2649631166494008,-0.03823805873383822,0.027159889763338087,-0.0035994120105118377,-0.004080498235587093,-0.0009055296982869443,-0.005295586314184142,-0.005093945448513715,33.00782857142848,33.109479999999856,29.0,45.48491062081965,-1.0
22419,22419,2019-07-05 22:15:00,173741,32.4968,32.7878,32.4968,32.7233,24257.98,19345.91,21,792001.9833859998,32.956583832247375,33.39004889046983,32.52311877402491,1.0,0.008630441416255463,0.0015149753013117273,-0.0024965554241399572,-0.0008732317819728497,-0.004463036203224746,0.008593412057350314,0.005032498777369381,0.0389740742485142,-0.2349942997144728,-0.18351257465406287,-0.10197129577780058,0.07779462174549144,-0.007079583173403847,-0.0040135058991452865,0.0016260637442515602,-0.0035994120105118377,-0.004080498235587093,32.75312857142848,33.017119999999856,27.0,42.040023717009156,-1.0
22420,22420,2019-07-05 22:50:00,173748,32.7798,32.7798,32.5084,32.676,22345.18,10071.8,7,729647.5696950002,32.93107621113397,33.36256457695426,32.49958784531368,1.0,-0.0014454532397404352,0.007172513277009519,6.733223561394829e-05,-0.003938400009754428,-0.002317422806005109,-0.0014464989150457794,0.004919456965794087,0.08520979407361927,-0.266006900255476,-0.13998613684247788,-0.10019221114497467,0.0387228571803108,0.008593412057350314,-0.007079583173403847,-0.0040135058991452865,0.0016260637442515602,-0.0035994120105118377,32.706214285714196,32.976586666666535,27.0,40.772899694093546,-1.0
22448,22448,2019-07-06 15:35:00,173949,33.0695,33.0721,33.0622,33.0622,23014.04,16847.18,3,761032.981384,32.852215293470074,33.09669675784833,32.60773382909183,-1.0,-0.00014818354194978678,0.001296207683967543,0.007088137193682399,0.00873507668744411,0.006162563870029336,-0.00014819452221548346,0.0036096798165790272,0.06360530184016251,-0.18977599339063872,-0.02051721356585207,0.033043741745244826,0.07359305300128975,0.001443562854241076,0.005767766096380189,0.0016340121979587785,-0.002553493699566367,0.004132117571487015,32.90542857142846,32.822646666666515,75.0,46.82835644342463,1.0
22450,22450,2019-07-06 16:25:00,173959,32.9,32.9,32.7909,32.83,22755.92,7981.42,5,746864.684706,32.85813660617362,33.084462515363676,32.63181069698358,-1.0,-0.0035904735600927884,-0.007023126107760458,-0.007170268938007984,-0.005736021853819272,1.523020454152757e-05,-0.003596934780816685,0.003486941159092037,0.0304734618771157,-0.2657340469136512,-0.0595003798601437,0.016415842345538962,0.15150260872471233,-0.003450969559025907,-0.00014819452221548346,0.001443562854241076,0.005767766096380189,0.0016340121979587785,32.93319999999989,32.853846666666534,43.0,47.72371227200954,1.0
22462,22462,2019-07-06 21:35:00,174021,32.5755,32.5755,32.5328,32.5328,22972.52,0.0,2,747983.4296589999,32.82227469335252,33.04181547870021,32.60273390800483,1.0,-0.004190427215431947,-0.00867827019647982,-0.012958170382798341,-0.01089352438805635,-0.01250576722274832,-0.004199231660421354,0.0033068863629476327,0.035186166901683975,-0.21572414875748788,-0.08566587878136138,-0.0056935918556962365,0.058657221188625486,-0.004516914011140294,-0.0043267142105838366,0.0020895665983320373,-0.0016313291656686602,0.0006892688406074933,32.81971428571418,32.84773999999986,24.0,45.02839717529758,-1.0
22463,22463,2019-07-06 21:55:00,174025,32.5545,32.6836,32.5545,32.5894,24904.46,19512.46,4,812036.7548059998,32.801104266684106,33.03435289562366,32.56785563774455,1.0,0.0017397826193870092,-0.002457935028482128,-0.006953585880746904,-0.011240932163022356,-0.00917269413306343,0.0017382709506685856,0.003318220983717746,0.015700010855538606,-0.2344145161912041,-0.09704971076425224,-0.00428498220759539,0.042822974260822495,-0.004199231660421354,-0.004516914011140294,-0.0043267142105838366,0.0020895665983320373,-0.0016313291656686602,32.772185714285605,32.81621999999986,39.0,43.914839493264225,-1.0
22464,22464,2019-07-06 22:10:00,174028,32.574,32.582,32.5416,32.5416,26545.69,7733.83,3,864577.3773320002,32.777512969712824,33.02772787307045,32.5272980663552,1.0,-0.0014667345824100895,0.00027049623764319186,-0.003921064472584557,-0.00841012139827402,-0.01269117928149044,-0.001467811290536858,0.003277034600694773,-0.014489525180602475,-0.2110184054522091,-0.11693406367690615,-0.05256087764870018,0.12423368442603885,0.0017382709506685856,-0.004199231660421354,-0.004516914011140294,-0.0043267142105838366,0.0020895665983320373,32.714585714285604,32.78910666666652,38.0,43.060970567860224,-1.0
22484,22484,2019-07-07 09:25:00,174163,32.8877,32.9659,32.8805,32.9659,23890.29,16351.16,3,786434.7005990002,32.653248536055905,32.91483038586542,32.3916666862464,-1.0,0.00293586131782142,0.008233246780255945,0.015892043808666708,0.01448833824176554,0.01414191754188421,0.0029315600934580748,0.0030759994022444307,0.12702518263650248,-0.05105066444026047,-0.1918852019434472,-0.1858188634630426,-0.06364399822464392,0.0052679784032156896,0.0075675489202056126,-0.0013827022787964438,-0.000341531634225678,-0.0007288260227502619,32.64477142857131,32.60487999999985,80.0,42.587426589881936,1.0
22485,22485,2019-07-07 09:45:00,174167,32.9485,32.9485,32.905,32.9295,29303.89,14970.26,4,964861.145195,32.678362305505374,32.95604004088325,32.40068457012749,-1.0,-0.0011041712800197168,0.0018284483440524915,0.0071199845856002595,0.014770324990292629,0.013368169354764259,-0.0011047813262323736,0.0030814529074725803,0.11960078609925807,-0.06777385904837456,-0.2006658975994964,-0.18309775079246968,-0.062183024946295636,0.0029315600934580748,0.0052679784032156896,0.0075675489202056126,-0.0013827022787964438,-0.000341531634225678,32.70185714285703,32.63157333333318,80.0,43.972231563172095,1.0
22488,22488,2019-07-07 10:35:00,174177,33.12,33.1387,33.1061,33.1387,22672.92,14521.14,3,750926.28228,32.76412622502283,33.10880099770013,32.419451452345534,-1.0,0.002571572925270216,0.008788432267884172,0.006352966185335429,0.005241780142510866,0.008193030599889406,0.002568272089297885,0.0029890230023913622,0.09407440415704604,-0.0012187059762633755,-0.13360867375236846,-0.1274388026691947,0.1312819436720365,0.00618176668946635,-0.002417167619330307,-0.0011047813262323736,0.0029315600934580748,0.0052679784032156896,32.929128571428464,32.719679999999855,81.0,48.72156270069881,1.0
22489,22489,2019-07-07 10:55:00,174181,33.1273,33.1341,33.1112,33.1234,23388.16,8126.51,4,774746.4803549999,32.796787477293485,33.16175703623544,32.431817918351534,-1.0,-0.0004616958420217144,0.0021086897987214748,0.008322678843226683,0.005888337205241401,0.004777664192392672,-0.00046180245636406886,0.002889782888526741,0.08330849242064854,-0.001485253878286841,-0.12886824692927126,-0.07734098584566854,0.0917847217951738,0.002568272089297885,0.00618176668946635,-0.002417167619330307,-0.0011047813262323736,0.0029315600934580748,32.990085714285605,32.75904666666652,81.0,49.97502603865729,1.0
22492,22492,2019-07-07 11:45:00,174191,33.2426,33.2996,33.2374,33.2901,22997.2,15943.1,4,764963.9724900002,32.904128157245296,33.332816158311,32.475440156179594,-1.0,0.003545105132263249,0.0022519742407867143,0.005032695918897323,0.004568676502095803,0.0071519981121630485,0.0035388360590440367,0.002952171111286491,0.054273816150719,0.02954705358878096,-0.08968019929275697,-0.10694449671473234,0.129722705719446,-0.001289393711787934,0.002770631887222485,-0.00046180245636406886,0.002568272089297885,0.00618176668946635,33.12052857142847,32.88577333333319,87.0,55.527409248451,1.0
22527,22527,2019-07-08 04:10:00,174388,33.7568,33.7568,33.7568,33.7568,41950.24,41950.24,1,1416105.861632,33.04387055553732,33.45673109137003,32.631010019704604,-1.0,0.013276501223191016,0.026741611309828,0.026457504097401108,0.02650432413365289,0.02262344744016964,0.013189140858016923,0.00423995716880799,0.31646324004237986,-0.19938424001984195,-0.3797683724350052,-0.055553554254102834,0.33518035709164673,0.013201162824183044,-0.0002767458958148339,4.56121839342849e-05,-0.003787837330068377,0.0011457636797569393,33.10042857142847,32.98900666666654,84.0,45.7763811390006,1.0
22528,22528,2019-07-08 04:15:00,174389,33.6525,33.6525,33.6525,33.6525,21712.2,0.0,1,730669.8105000001,33.099200505033934,33.575943279780546,32.62245773028731,-1.0,-0.003089747843397328,0.010145732338771474,0.023569238630557043,0.023286009237777128,0.02333268461192284,-0.003094530969241393,0.004264252870461297,0.22741265399700344,-0.23842274959780835,-0.3804756192035441,-0.039826422341196266,0.3663074032673211,0.013189140858016923,0.013201162824183044,-0.0002767458958148339,4.56121839342849e-05,-0.003787837330068377,33.197614285714195,33.030899999999875,76.0,47.44843778778018,1.0
22529,22529,2019-07-08 04:30:00,174392,33.5129,33.6948,33.5129,33.6948,28920.71000000001,16162.12,3,971040.075907,33.15334591366721,33.67859207577065,32.62809975156377,-1.0,0.001256964564296803,-0.0018366669826522801,0.011415449729096805,0.024855828892619947,0.024572243490529774,0.0012561752456998756,0.0042601209604614075,0.2218719755837741,-0.21290340811514444,-0.3247100176725869,-0.03411581574463676,0.37113945258146097,-0.003094530969241393,0.013189140858016923,0.013201162824183044,-0.0002767458958148339,4.56121839342849e-05,33.29544285714276,33.082719999999874,66.0,49.500955988452,1.0
22530,22530,2019-07-08 04:40:00,174394,33.7977,33.9001,33.7977,33.9001,21533.89,21533.89,2,728937.7744689998,33.22123264878837,33.820967250799974,32.62149804677677,-1.0,0.006092928285670318,0.0073575514449149,0.004245070622807878,0.01757793153131515,0.031100201961213655,0.006074441452750268,0.004323701192337019,0.21969065669122104,-0.2282482322643939,-0.2083396366580325,0.06356665451468857,0.3591781624817277,0.0012561752456998756,-0.003094530969241393,0.013189140858016923,0.013201162824183044,-0.0002767458958148339,33.44042857142848,33.155719999999874,72.0,51.416230232395904,1.0
22531,22531,2019-07-08 04:55:00,174397,33.8314,33.8314,33.7401,33.7401,21557.54,0.0,3,728415.845887,33.26840240798943,33.88447753717635,32.6523272788025,-1.0,-0.004719750089232866,0.0013444210976174542,0.0026030755515933372,-0.0004947151388757787,0.012775217998168829,-0.004730923279993249,0.004384433953583775,0.20340009856215424,-0.21961645699172447,-0.17497565532642473,-0.02351680456371885,0.2180925742333522,0.006074441452750268,0.0012561752456998756,-0.003094530969241393,0.013189140858016923,0.013201162824183044,33.56234285714277,33.20985999999987,68.0,53.006723579366856,1.0
22565,22565,2019-07-08 18:45:00,174563,33.0628,33.1804,33.0628,33.1804,51418.16,29662.26,2,1703516.622224,33.700952418859096,34.13505857457038,33.266846263147805,1.0,-0.002051214186462147,-0.020490339340802025,-0.011955845261882092,-0.016877037037037024,-0.018180311763940082,-0.002053320807528181,0.0050251836434074435,-0.08405861870715525,-0.035452646455294126,0.11036695864270483,-0.11630954381590752,-0.08165779197524507,-0.018649857991077656,0.008675287596206172,-0.004993185971413627,-0.0013265271810545265,0.0003581073620453345,33.60184285714277,33.742366666666534,22.0,46.218671621658146,-1.0
