date_time,mom1,mom2,mom3,mom4,mom5,autocorr_1,autocorr_2,autocorr_3,autocorr_4,autocorr_5,log_t1,log_t2,log_t3,log_t4,log_t5,log_ret,volatility,y
2017-11-26 12:20:00,-0.003499667525978301,0.019303823602279332,0.0419315429222642,0.041340617156356174,0.053525194184425466,-0.07596118655658626,0.07177108028513708,0.2732962722026214,0.00812212843628134,0.011471047945385364,0.02262567407681182,0.02195637501240633,-0.0005673054083654705,0.011632930728415758,0.009682444392753451,-0.0035058056875758577,0.02011716242604018,0.0
2017-11-26 21:10:00,-0.015301622621177513,0.01386553959926995,0.010317347294625856,0.03343702113212399,0.05637848599038131,-0.15864753748326585,0.008419864685709226,0.2611637770967834,-0.10767427636715933,-0.05264162143904785,0.029190192993578282,-0.0035058056875758577,0.02262567407681182,0.02195637501240633,-0.0005673054083654705,-0.01541990056275999,0.02003496661373175,0.0
2017-11-27 05:10:00,-0.0033514986376020905,0.05549611542730304,0.03934531219091575,0.07013113861263576,0.06638603541829502,-0.2421862026552045,-0.016834345225223656,0.10804929250878273,-0.06258730975316196,0.041295904525934436,0.05736803547366698,-0.01541990056275999,0.029190192993578282,-0.0035058056875758577,0.02262567407681182,-0.0033571274894050873,0.019972309634736164,0.0
2017-11-30 15:00:00,0.03273526319120523,-0.03114479166666662,-0.07090892200178411,-0.07147748826994105,-0.06733136324300792,-0.2863777249362173,0.1679667480479239,0.03547973261873357,0.000578910878191273,0.08327597977764585,-0.06385097977053711,-0.0419084041635287,-0.0006121469923083822,0.0044553531094777546,-0.05249793689347016,0.032210877709706764,0.03475722868807518,1.0
2017-12-01 16:20:00,-0.013842645080843095,0.033085583404641294,0.05811117430721002,0.10055368421052636,0.08112082194160553,-0.2744332960358179,0.181199171465229,-0.04643981815700377,-0.0954012974726664,0.0993292507033698,0.04648938402593572,0.023935371520137142,0.03932799484778826,-0.017815101358811702,-0.0006440025548517525,-0.013939347944996072,0.035785735731742256,0.0
2017-12-02 04:15:00,-0.03219806981149087,-0.003985905452169036,0.01493358960437541,0.02627959515114875,0.01207317096176008,-0.2744844990353233,0.17052087975971356,-0.04255542668528303,-0.05073344853236792,0.0867443495051404,0.02873395987122152,0.018817051737201496,0.011117038126432277,-0.013939347944996072,0.04648938402593572,-0.032727830216446215,0.03640491091177399,0.0
2017-12-06 08:20:00,0.0050382601691500994,0.01974092840797637,0.056267443898053486,0.061926379073219184,0.06645726495726499,-0.2562711741783116,0.11076796313266092,-0.3689935690999162,0.024990573054201774,0.0617564414346299,0.014522992671473391,0.0351928112080202,0.0053431830242853815,0.0042575902526404965,-0.0012795229416155962,0.00502561060645057,0.02464644588740652,0.0
2017-12-06 12:15:00,-0.0130483038924496,0.011982320247163836,0.01708095046314928,0.03195979078130096,0.06892397867749311,-0.19601235699646635,-0.024738059336203003,-0.2297697639430289,0.018741219041819773,0.03688149497931671,0.025045281461364862,0.00502561060645057,0.014522992671473391,0.0351928112080202,0.0053431830242853815,-0.013134180860193469,0.02256761212130047,0.0
2017-12-07 00:05:00,0.019511898385605964,0.056000368827895615,0.09027211979903392,0.12078695669193727,0.07451217710099843,-0.09418351715529256,0.06288784031535813,-0.26872477922271193,0.05471171816633237,-0.07890404880842243,0.03516455278366948,0.03193878172230313,0.027603762199520432,-0.042164308631575054,0.012820703561864377,0.01932398176917971,0.02224662926495749,0.0
2017-12-07 01:30:00,0.019399694389871325,0.039290117641124216,0.07648645325874814,0.1114230657249322,0.14252988112791476,-0.11371676004206575,0.02263922489908816,-0.22610588077315735,0.060988378042058373,-0.12813014923297694,0.01932398176917971,0.03516455278366948,0.03193878172230313,0.027603762199520432,-0.042164308631575054,0.01921391912963699,0.021835273954337327,0.0
2017-12-07 02:35:00,-0.0258379783591407,-0.006939532853088903,0.012436962072644107,0.04867221957554047,0.08270614060488146,-0.16405510128353992,0.01938390121903178,-0.26431417868698664,0.009492267161794377,-0.18119176947692844,0.01921391912963699,0.01932398176917971,0.03516455278366948,0.03193878172230313,0.027603762199520432,-0.026177642519812142,0.02218849978501521,0.0
2017-12-09 11:15:00,0.009041567509954884,-0.020469876089572958,-0.03891218553651121,-0.04581131160486385,-0.03891218553651121,-0.05511732271651961,-0.05802152266673416,-0.009296450806403409,-0.05636798232728017,-0.13841012896548271,-0.02968322495754272,-0.019007208277420414,-0.007204344540573616,0.007204344540573616,0.008517352403261569,0.009000937262211295,0.021569605138413068,0.0
2017-12-09 17:10:00,-0.009256580850448335,-0.05601939225563824,-0.07118832978644796,-0.06466254116850279,-0.08666849332968007,-0.13642964245775488,-0.05200552340539855,0.012088804360301528,-0.06657115138583336,-0.019562257849130373,-0.048349966466025414,-0.016199628156661202,0.00700138757546931,-0.023808471993614688,0.029740505051794486,-0.009299689225299446,0.02177518566281057,1.0
2017-12-09 17:55:00,-0.02759124087591236,-0.036592421174428735,-0.08206498858610313,-0.09681539630766857,-0.09046966229538644,-0.06287426513766113,-0.0033207612629296704,0.1420050136278541,-0.08828324926731768,0.04030264301712235,-0.009299689225299446,-0.048349966466025414,-0.016199628156661202,0.00700138757546931,-0.023808471993614688,-0.02797902884309167,0.02102508061469575,1.0
2017-12-09 18:30:00,0.04008407146074156,0.011386861313868568,0.002024877061035601,-0.045270415992271766,-0.060612080111023585,-0.1047859311500469,-0.08358247536391382,0.03815061165218005,-0.13856737254337206,0.0764751990132646,-0.02797902884309167,-0.009299689225299446,-0.048349966466025414,-0.016199628156661202,0.00700138757546931,0.039301547829092336,0.021365786539967613,1.0
