date_time,mom1,mom2,mom3,mom4,mom5,autocorr_1,autocorr_2,autocorr_3,autocorr_4,autocorr_5,log_t1,log_t2,log_t3,log_t4,log_t5,log_ret,volatility,rsi,y
2017-11-23 14:25:00.000,0.012853470437018007,0.053475935828877,0.04743536280233518,0.10342934021580953,0.09830286135935062,-0.2171972244278194,-0.29859929846690514,0.1834437482744984,0.12415267426881522,-0.16378484177709846,0.03932354620391365,-0.005750447128437308,0.052078247481623485,-0.004656777165730652,0.003531686147937308,0.012771565679488006,0.028056043206746258,83.0,0.0
2017-11-23 23:45:00.000,-0.021928356210244467,0.01774161441226241,0.03082312616563332,0.07216629967495014,0.0660185571309424,-0.22111480077870754,-0.2883612200307278,0.1389764128569308,0.21003859836604571,-0.2265204872694281,0.039758425249163835,0.012771565679488006,0.03932354620391365,-0.005750447128437308,0.052078247481623485,-0.022172356221618728,0.028658777320063805,89.0,0.0
2017-11-24 16:20:00.000,0.02109675957398593,0.0602588235294117,0.1263842019747532,0.09837903717245576,0.1017090046698126,-0.14020172200197378,-0.197432100670366,-0.09068658061835083,0.32358040601120514,-0.12845329364969704,0.03763574735108399,0.06049962962828381,-0.025177190674066985,0.003027124348541577,-0.022172356221618728,0.02087730410843669,0.02792737999768996,85.0,0.0
2017-11-24 19:50:00.000,0.0165553360999533,0.038001359619306514,0.07781176470588225,0.14503187101612292,0.11656307129798905,-0.1213706718829928,-0.1804389395762224,-0.08667958358190074,0.3061320710059889,-0.10313925943189133,0.02087730410843669,0.03763574735108399,0.06049962962828381,-0.025177190674066985,0.003027124348541577,0.01641979047959197,0.027897387535179192,86.0,0.0
2017-11-25 00:40:00.000,0.03495099002335888,0.05208495151017512,0.07428053478359375,0.11548235294117636,0.1850518685164353,-0.17638069788644872,-0.1310882443400411,-0.033496483093437016,0.18742967618736145,-0.07673109910305702,0.01641979047959197,0.02087730410843669,0.03763574735108399,0.06049962962828381,-0.025177190674066985,0.0343540729617251,0.026470500111758312,89.0,0.0
2017-11-25 03:25:00.000,-0.01915288558893013,0.015128692121291419,0.031934488804065575,0.05370496261046909,0.09411764705882364,-0.17716350404682546,-0.12428583017736462,-0.14178623883173422,0.17726554266719338,-0.10158855583874804,0.0343540729617251,0.01641979047959197,0.02087730410843669,0.03763574735108399,0.06049962962828381,-0.019338678237899032,0.02650141504089582,90.0,0.0
2017-11-29 15:30:00.000,-0.03700965208529017,-0.020548780487804952,0.024012409953462654,0.03192856225105989,0.014569341221550847,-0.19605088820455452,0.0577484399817795,-0.21110517909859985,0.2543372961310984,-0.22416236175493406,0.01694904591356039,0.044491489893582425,0.007700796399373821,-0.01696521394600925,0.01139167057711976,-0.03771189016808396,0.02411581091914979,65.0,1.0
2017-11-29 21:35:00.000,-0.009766633798187652,-0.05417769206619727,-0.13035051546391765,-0.1247380107493412,-0.157131152454987,0.0016081882736460175,0.2232486240575507,-0.1503223197559149,0.08231859755305089,-0.2562570771933824,-0.04588592254287427,-0.08396447711525923,0.006433018699699034,-0.03771189016808396,0.01694904591356039,-0.009814640195731528,0.027399273477507712,23.0,1.0
2017-11-29 23:20:00.000,0.008061074493812105,-0.0017842888669765689,-0.046553347984033655,-0.12334020618556694,-0.11768245865238948,0.0023115651092936963,0.2139825266063166,-0.14450189366199093,0.08587827003724179,-0.2836068976651533,-0.009814640195731528,-0.04588592254287427,-0.08396447711525923,0.006433018699699034,-0.03771189016808396,0.008028757589297442,0.027317043973303118,23.0,0.0
2017-11-30 04:00:00.000,0.005156365097435112,0.05908085987111345,0.06761818957750497,0.05719115368361737,0.009777100058303793,0.00795836992267965,0.18856164243253595,-0.1937000822214363,-0.041439964895772,-0.23879989598108475,0.05225830206437099,0.008028757589297442,-0.009814640195731528,-0.04588592254287427,-0.08396447711525923,0.005143116570239137,0.028132304672617042,34.0,0.0
2017-11-30 16:10:00.000,-0.007974999999999954,-0.06200359304084724,-0.044958964114659834,-0.1053770713561042,-0.07464670491115155,-0.10725081695553758,0.21133659061235907,-0.1634930996138815,-0.07561094403605527,-0.09243515965678416,-0.05600219011528473,0.01800819060607584,-0.06535198834940559,0.033773284506653845,-0.04887677684758352,-0.008006970401916114,0.030806795699059437,17.0,1.0
