,date_time,tick_num,open,high,low,close,volume,cum_buy_volume,cum_ticks,cum_dollar_value
0,2017-11-25 00:00:00,77,1.5458,2.11,1.49,1.8038,5461313.370000001,2841675.8999999994,77,9151978.846088998
1,2017-12-05 00:00:00,117,1.7661,2.6628,1.7565,2.6628,4546260.42,2275175.53,40,9092371.857689999
2,2017-12-12 12:00:00,147,2.5376,2.79,2.3001,2.4968,3641824.469999999,1612948.02,30,9317972.012921002
3,2017-12-16 00:00:00,161,2.5547,4.12,2.5547,4.0643,2959097.7600000007,2386712.8500000006,14,9399830.111633
4,2017-12-17 12:00:00,167,4.52,6.5,4.275,5.8995,1930625.4200000002,1097665.4300000002,6,10732866.35791
5,2017-12-19 00:00:00,173,5.999,6.114,5.383,6.114,1912670.42,1009404.8500000001,6,10879667.987213
6,2017-12-20 00:00:00,177,6.15,6.15,5.3545,5.3545,2264129.3899999997,714956.57,4,12970205.851034
7,2017-12-22 00:00:00,185,5.47,5.47,4.5201,4.5201,1911593.6,725175.25,8,9600384.789409
8,2017-12-23 12:00:00,191,4.3381,4.799,3.98,4.75,2095207.31,435189.83999999997,6,9100907.194962
9,2017-12-25 06:00:00,198,4.4,5.865,4.2651,5.865,1880198.5999999996,1334669.76,7,9334424.226315
10,2017-12-26 00:00:00,201,6.6899,7.0841,6.4631,7.0841,1398652.9900000002,1193288.17,3,9550197.757031001
11,2017-12-26 12:00:00,203,7.4362,8.7469,7.4362,8.7469,1126537.31,1126537.31,2,9344894.722847
12,2017-12-26 18:00:00,204,9.254,9.254,9.254,9.254,1346483.48,1346483.48,1,12460358.12392
13,2017-12-27 00:00:00,205,10.9777,10.9777,10.9777,10.9777,837206.22,837206.22,1,9190598.721294
14,2017-12-27 12:00:00,207,10.2267,10.2267,9.0504,9.0504,1653724.49,0.0,2,15889136.834762998
15,2017-12-28 00:00:00,209,10.0731,10.0731,8.0514,8.0514,1530052.96,360142.51,2,13047168.514610998
16,2017-12-28 18:00:00,212,8.1401,9.25,8.1401,9.25,1423326.02,1423326.02,3,12103462.668264002
17,2017-12-29 12:00:00,215,9.328,9.328,8.632,8.9533,1221485.2999999998,843289.0800000001,3,10989000.400775
18,2017-12-30 12:00:00,219,8.7094,8.7094,7.52,7.52,1583877.09,0.0,4,12537311.810338002
19,2017-12-31 12:00:00,223,7.5947,8.3787,7.5947,8.3787,1353997.15,1353997.15,4,10802507.805790998
