,date_time,tick_num,open,high,low,close,volume,cum_buy_volume,cum_ticks,cum_dollar_value
0,2017-12-31 01:00:00.000,2,12850.0,12957.14,12850.0,12957.14,1407.2197919999999,677.240114,2,18155333.83301396
1,2017-12-31 03:00:00.000,4,13347.56,13347.56,12962.06,12962.06,1294.494308,657.491611,2,17032775.90599498
2,2017-12-31 06:00:00.000,7,12924.54,12924.54,12542.42,12542.42,1441.440104,0.0,3,18324551.72086092
3,2017-12-31 10:00:00.000,11,12797.46,12888.88,12519.64,12888.88,1407.074899,706.588229,4,17853943.338870555
4,2017-12-31 13:00:00.000,14,12989.94,13157.94,12989.94,13157.94,1566.735802,1566.735802,3,20469842.49343836
5,2017-12-31 16:00:00.000,17,13337.94,13836.0,13212.68,13836.0,2214.560711,1721.548111,3,30047799.71645642
6,2017-12-31 19:00:00.000,20,13762.99,13780.16,13737.1,13780.16,1317.039979,278.041542,3,18122245.0001578
7,2017-12-31 23:00:00.000,24,13971.95,13971.95,13716.36,13716.36,1120.424123,347.902334,4,15540737.403773341
8,2018-01-01 02:00:00.000,27,13529.01,13529.01,13203.06,13330.18,1256.117777,429.064572,3,16783653.01825431
9,2018-01-01 05:00:00.000,30,13410.03,13601.01,13410.03,13558.99,1165.123405,760.894359,3,15749641.15713673
10,2018-01-01 10:00:00.000,35,13780.41,13780.41,13499.99,13570.01,1211.600039,478.085513,5,16488256.675993532
11,2018-01-01 13:00:00.000,38,13220.56,13220.56,13017.0,13017.0,1377.728187,0.0,3,18109809.04775304
12,2018-01-01 16:00:00.000,41,13211.39,13247.0,13018.0,13018.0,1486.932885,1119.539319,3,19588608.03822018
13,2018-01-01 21:00:00.000,46,13022.0,13481.01,13022.0,13481.01,1463.893671,1463.893671,5,19450961.13769512
14,2018-01-02 00:00:00.000,49,13452.0,13750.01,13380.0,13750.01,1115.115994,466.596114,3,15114734.92758114
15,2018-01-02 02:00:00.000,51,13600.0,13600.0,13522.0,13522.0,1231.996706,0.0,2,16699421.488682
16,2018-01-02 04:00:00.000,53,13353.78,13353.78,13127.31,13127.31,1659.3590330000002,0.0,2,21933962.35329705
17,2018-01-02 06:00:00.000,55,13166.95,13255.98,13166.95,13255.98,1322.312746,1322.312746,2,17475133.07336075
18,2018-01-02 08:00:00.000,57,13343.0,13343.0,13326.09,13326.09,1411.228043,665.58438,2,18817406.94340767
19,2018-01-02 10:00:00.000,59,13452.0,13560.0,13452.0,13560.0,1165.9973610000002,1165.9973610000002,2,15755677.596
20,2018-01-02 12:00:00.000,61,13490.0,13490.0,13489.04,13489.04,1355.747593,0.0,2,18288390.671864722
21,2018-01-02 14:00:00.000,63,13864.98,13864.98,13664.4,13664.4,1742.017057,1036.83633,2,24011586.5047422
22,2018-01-02 16:00:00.000,65,13690.03,13690.03,13590.02,13590.02,1973.5132640000002,952.656508,2,26915359.90539036
23,2018-01-02 18:00:00.000,67,13780.0,14580.0,13780.0,14580.0,2391.104655,2391.104655,2,34208304.9859
24,2018-01-02 19:00:00.000,68,14732.75,14732.75,14732.75,14732.75,1678.312072,1678.312072,1,24726152.178758
25,2018-01-02 20:00:00.000,69,14751.0,14751.0,14751.0,14751.0,1150.528492,1150.528492,1,16971445.785492
26,2018-01-02 22:00:00.000,71,14692.4,14799.96,14692.4,14799.96,1765.029094,858.185273,2,26024819.868649483
27,2018-01-03 00:00:00.000,73,14675.11,14774.53,14675.11,14774.53,1425.818497,661.468616,2,20989806.49331239
28,2018-01-03 02:00:00.000,75,14820.0,15008.07,14820.0,15008.07,1611.176366,1611.176366,2,24032388.808415636
29,2018-01-03 03:00:00.000,76,14818.49,14818.49,14818.49,14818.49,1031.188608,0.0,1,15280658.075761918
30,2018-01-03 05:00:00.000,78,15019.66,15019.66,14988.0,14988.0,1641.4045190000002,781.021342,2,24626098.06645972
31,2018-01-03 07:00:00.000,80,15242.63,15242.63,15170.0,15170.0,1570.297548,908.687696,2,23887411.79052048
32,2018-01-03 09:00:00.000,82,15002.59,15002.59,14519.99,14519.99,2137.839534,0.0,2,31473786.769495457
33,2018-01-03 10:00:00.000,83,14455.55,14455.55,14455.55,14455.55,1271.034018,0.0,1,18373495.7988999
34,2018-01-03 12:00:00.000,85,14730.05,14730.05,14450.0,14450.0,1408.4643449999999,793.92939,2,20574649.7109195
35,2018-01-03 15:00:00.000,88,14855.02,15033.77,14790.11,15033.77,1468.19917,886.508613,3,21862802.928257283
36,2018-01-03 18:00:00.000,91,15010.06,15010.06,14749.97,14749.97,1297.946338,0.0,3,19288423.64152896
37,2018-01-03 22:00:00.000,95,14700.01,14926.96,14700.01,14799.91,1157.724377,535.314197,4,17165762.832749467
38,2018-01-04 00:00:00.000,97,14919.51,14919.51,14753.76,14753.76,1469.7709399999999,648.9242,2,21792206.889884397
39,2018-01-04 01:00:00.000,98,15172.12,15172.12,15172.12,15172.12,1181.627263,1181.627263,1,17927790.629507564
40,2018-01-04 02:00:00.000,99,15110.9,15110.9,15110.9,15110.9,1055.426462,0.0,1,15948443.724635798
41,2018-01-04 06:00:00.000,102,15119.97,15119.97,14875.1,14899.01,1761.0975239999998,872.253573,3,26218381.551776588
42,2018-01-04 07:00:00.000,103,14748.0,14748.0,14748.0,14748.0,1083.438099,0.0,1,15978545.084052
43,2018-01-04 08:00:00.000,104,14221.05,14221.05,14221.05,14221.05,1207.568042,0.0,1,17172885.5036841
44,2018-01-04 09:00:00.000,105,14299.01,14299.01,14299.01,14299.01,1121.48775,1121.48775,1,16036164.552127501
45,2018-01-04 11:00:00.000,107,14429.0,14539.97,14429.0,14539.97,2010.496259,2010.496259,2,29117474.87750212
46,2018-01-04 13:00:00.000,109,14398.97,14518.95,14398.97,14518.95,1788.22705,872.818456,2,25853348.40448938
47,2018-01-04 15:00:00.000,111,14513.06,14513.06,14353.01,14353.01,2172.604135,0.0,2,31337504.83515995
48,2018-01-04 16:00:00.000,112,14469.97,14469.97,14469.97,14469.97,1129.730622,1129.730622,1,16347168.20842134
49,2018-01-04 18:00:00.000,114,14648.89,14811.0,14648.89,14811.0,1644.678038,1644.678038,2,24218999.421319857
