date_time,mom1,mom2,mom3,mom4,mom5,autocorr_1,autocorr_2,autocorr_3,autocorr_4,autocorr_5,log_t1,log_t2,log_t3,log_t4,log_t5,log_ret,volatility,srsi,fast_mavg,slow_mavg,y
2017-12-16 15:40:00.000,-0.04867256637168138,0.0336041536464593,0.0311750599520384,0.026252983293555854,0.13501385772733274,-0.2582092165286989,0.2258628457709812,0.012029447674823944,0.06970941167786142,-0.1719283348937287,0.08294884380354928,-0.002352885770119606,-0.004784698123336373,0.10073057154475552,0.11415362624270475,-0.0498969711446231,0.0769614629301018,66.76785384566105,4.072642857142856,3.41012,0.0
2017-12-17 04:50:00.000,0.011624983075107842,0.11278963382199625,0.21627906976744196,0.1570796460176993,0.2571510985048797,-0.3073699848300909,0.0697142181301967,0.07619318801720479,-0.058557276554342924,-0.1612380668378055,0.09531211407958562,0.08892620919440164,-0.0498969711446231,0.08294884380354928,-0.002352885770119606,0.011557932103327673,0.06813350717330446,72.12605988379687,4.607142857142857,3.904666666666666,0.0
2017-12-17 07:55:00.000,0.07074569789674934,0.08319309851254375,0.1915147130790016,0.3023255813953487,0.23893805309734506,-0.29906597885859265,0.08049309774090058,0.09440503079006143,-0.07159448106803816,-0.14753456666645762,0.011557932103327673,0.09531211407958562,0.08892620919440164,-0.0498969711446231,0.08294884380354928,0.06835531966427189,0.06819477840731004,73.69034038536158,4.811428571428571,4.086733333333332,0.0
2017-12-17 10:35:00.000,0.06010721734783586,0.0982142857142858,0.17590822179732313,0.1895781349735972,0.30853847954211777,-0.2947226152516807,0.07322493602392761,0.09529328147302296,-0.05922512764120848,-0.15272979529053274,0.03531543262715142,0.06835531966427189,0.011557932103327673,0.09531211407958562,0.08892620919440164,0.05837005145017171,0.06695676570132891,77.30747213478621,5.278728571428571,4.4929,0.0
2017-12-21 16:35:00.000,-0.004360129965412463,-0.040193185951582285,-0.11838515081206502,-0.14727109515260328,-0.10970946579194008,-0.16513004034899958,-0.13592434677159598,0.13507129627929168,-0.2430215637548889,-0.001974323755824832,-0.03665358708454525,-0.08497674713555736,-0.03331359850932647,0.04310616918547594,0.013302710439039744,-0.004369663052494532,0.05867243966349939,42.164917845507006,5.146542857142856,5.176439999999996,1.0
2017-12-21 22:00:00.000,0.09691138387687648,0.0921287076826327,0.052823020652305715,-0.032946635730858535,-0.06463195691202883,-0.17021403347749553,-0.15513540528746225,0.07680321787761135,-0.2624998971092727,0.02757781668136169,-0.004369663052494532,-0.03665358708454525,-0.08497674713555736,-0.03331359850932647,0.04310616918547594,0.09249839760800647,0.060143722975811324,42.77709086767386,5.138757142857143,5.200439999999996,0.0
2017-12-22 02:15:00.000,-0.06884836852207288,0.02139082468366427,0.016937427942563588,-0.019662126662086218,-0.09952668213457072,-0.2191213092781302,-0.1827404743547543,0.06561750231757671,-0.20138437385599486,0.05892519605303372,0.09249839760800647,-0.004369663052494532,-0.03665358708454525,-0.08497674713555736,-0.03331359850932647,-0.0713331454954047,0.060144452915709995,42.63019782848279,5.069657142857143,5.203193333333329,0.0
2017-12-22 07:25:00.000,-0.1435681220524635,-0.18770226537216828,-0.24362763915547025,-0.17032654693980664,-0.1739440310240017,-0.1870609752996625,-0.13396607617282846,0.006400270075722522,-0.18302744319558745,0.1138401214898734,-0.0529078380054846,-0.0713331454954047,0.09249839760800647,-0.004369663052494532,-0.03665358708454525,-0.15498049976047712,0.0632236310301231,40.78765688514904,4.724585714285714,5.0760133333333295,1.0
2017-12-22 09:00:00.000,0.10888928362981187,-0.050311868385021774,-0.09925174695442474,-0.1612667946257198,-0.07998399898940989,-0.2402981318571593,-0.14695434958916828,-0.04199542743572826,-0.10290803410937836,0.11175265030995432,-0.15498049976047712,-0.0529078380054846,-0.0713331454954047,0.09249839760800647,-0.004369663052494532,0.1033588689658782,0.06456956548540145,40.277957567997305,4.6419000000000015,5.008666666666662,1.0
2017-12-22 10:55:00.000,0.02633987825529771,0.1380972923592254,-0.025297198617782013,-0.07552614763053211,-0.1391746641074857,-0.22690301947945085,-0.15715373235327135,-0.061452633922622166,-0.11333222992554876,0.14774046676337085,0.1033588689658782,-0.15498049976047712,-0.0529078380054846,-0.0713331454954047,0.09249839760800647,0.02599895724836476,0.06425954103993016,39.616505584238965,4.6011000000000015,4.958326666666664,0.0
2017-12-22 15:15:00.000,0.0767326732673268,-0.08827398604205207,-0.06425923383221188,0.037632907859009856,-0.11133810010214497,-0.2716641675240457,-0.2182626093834407,0.09423474774906992,-0.09485731903755924,0.134169930117207,-0.16634691046318095,0.02599895724836476,0.1033588689658782,-0.15498049976047712,-0.0529078380054846,0.07393115312753418,0.06886592071018946,37.943325300126325,4.304942857142858,4.758026666666663,0.0
2017-12-22 17:50:00.000,-0.04512105649303011,0.02814935748894043,-0.12941202702401378,-0.10648084580529993,-0.009186185195523609,-0.2807812574136402,-0.17075643699371548,0.05985897027714208,-0.09921259623389203,0.15931747818077455,0.07393115312753418,-0.16634691046318095,0.02599895724836476,0.1033588689658782,-0.15498049976047712,-0.046170707261912636,0.0689109120248769,37.12830218572247,4.169685714285714,4.667359999999997,1.0
2017-12-22 21:55:00.000,0.179997438852606,0.12675470775250666,0.21321360859490213,0.02729157840754559,0.0543503135154928,-0.2936999039393055,-0.10698180531838357,-0.07283258191424306,-0.06539528377852996,0.2359811843986059,-0.046170707261912636,0.07393115312753418,-0.16634691046318095,0.02599895724836476,0.1033588689658782,0.1655122680113248,0.07313054049210027,36.75975630231882,4.170542857142856,4.618846666666664,0.0
2017-12-25 08:50:00.000,0.13471294572794634,0.18329907893735253,0.2148090260818598,0.32769628253581873,0.2144768452508836,-0.2291642830680595,-0.004202543366372333,-0.08894534410077559,0.009791145883701505,0.33983920845205434,0.041926659330335125,0.0262805172355276,0.08885843772909485,-0.08913191796208553,0.15690843899018134,0.12637970769301088,0.07608043560649218,47.10442247992557,5.178671428571431,4.789519999999999,1.0
