,date_time,tick_num,open,high,low,close,volume,cum_buy_volume,cum_ticks,cum_dollar_value
0,2017-08-18 23:45:00,526,4261.48,4485.39,3956.3,4115.48,1981.8973439999988,902.0800110000001,526,8497807.52264356
1,2017-08-22 12:45:00,1546,4115.0,4199.32,3400.0,3959.93,2117.474861,1091.1347940000014,1020,8497600.431958418
2,2017-08-24 19:20:00,2201,3907.63,4250.9,3786.81,4207.53,2065.467855999998,1103.759251000001,655,8500766.704499632
3,2017-08-29 04:25:00,3462,4220.38,4453.91,4136.44,4358.55,1972.5863929999991,948.4719859999998,1261,8501880.982138308
4,2017-08-31 23:20:00,4265,4362.5,4733.29,4329.02,4699.0,1869.299744,1091.2703369999997,803,8506755.790852552
5,2017-09-03 11:50:00,4991,4698.99,4939.02,4299.47,4477.8,1832.0254899999977,896.9157600000003,726,8499246.97144642
6,2017-09-05 03:35:00,5468,4486.0,4582.48,3620.0,4017.01,2014.4448300000017,834.6941159999999,477,8514207.06224935
7,2017-09-07 09:15:00,6028,4002.25,4662.87,3958.31,4532.57,1954.3977930000015,1017.583425,560,8496242.734339964
8,2017-09-09 15:20:00,6677,4522.3,4788.59,4091.45,4276.83,1950.7787680000008,1073.8665889999993,649,8497469.904368933
9,2017-09-12 14:45:00,7534,4276.17,4394.59,3810.05,4275.9,2027.229873999999,1046.42759,857,8513619.982188147
10,2017-09-14 13:35:00,8096,4273.0,4280.0,3400.0,3489.96,2231.435166000001,1012.5421639999995,562,8586855.714617075
11,2017-09-15 19:20:00,8453,3510.0,3830.0,2820.0,3639.95,2541.291663,1234.6758699999998,357,8500142.265708204
12,2017-09-18 05:10:00,9147,3648.99,3929.28,3470.67,3789.36,2307.2075809999983,1127.364082,694,8495783.036976602
13,2017-09-20 13:40:00,9825,3790.0,4123.2,3790.0,3938.92,2150.2588549999978,1087.0717549999995,678,8498291.524908498
14,2017-09-23 04:20:00,10577,3935.97,4046.06,3513.7,3655.41,2286.538443000001,1073.1979930000002,752,8516357.262315782
15,2017-09-26 06:50:00,11471,3669.77,3970.0,3622.77,3868.0,2251.5861,1099.2041849999991,894,8493748.337723311
16,2017-09-29 03:00:00,12289,3870.0,4268.72,3870.0,4056.27,2116.140236999999,1112.7911239999994,818,8663821.993637262
17,2017-10-01 01:10:00,12843,4061.05,4379.99,3974.0,4344.95,2034.2285700000011,1122.7820129999998,554,8497754.732700173
18,2017-10-03 12:10:00,13551,4320.03,4561.63,4220.0,4280.01,1954.9931939999994,933.4979579999996,708,8494845.949208984
19,2017-10-05 18:20:00,14201,4280.01,4371.99,4112.23,4305.61,2013.665285,1073.6096980000007,650,8521564.186120156
20,2017-10-09 20:05:00,15374,4320.0,4879.95,4292.01,4765.0,1896.0162489999977,1023.0629840000004,1173,8506293.323088966
21,2017-10-11 09:20:00,15821,4803.0,4948.21,4680.59,4829.99,1765.4207690000007,900.757596,447,8497663.652217789
22,2017-10-13 01:45:00,16306,4824.34,5490.0,4751.01,5475.28,1641.0525369999996,954.9141109999996,485,8524885.170462076
23,2017-10-13 20:30:00,16531,5504.99,5846.17,5491.42,5588.0,1502.5608719999993,813.6651420000001,225,8508234.61854586
